1	Später	spät	A	ADJD	_|	3	adv	_	_
3	...	...	$	$.	_	0	root	_	_

1	Graf	Graf	N	NE	_|_|Sg	0	root	648	648
2	bei	bei	P	APPR	Dat	1	pp	648	648
3	der	die	A	ART	Def|Fem|Dat|Sg	4	det	102	102
4	Tür	Tür	N	NN	Fem|Dat|Sg	2	pn	102	102
5	Du	du	P	PPER	2|Sg|_|Nom	0	root	787	787
6	...	...	$	$.	_	0	root	_	_
7	sag	sag	F	FM	_	0	root	_	_
8	...	...	$	$.	_	0	root	_	_
9	wundert	wundern	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
10	dich	du	P	PPER	2|Sg|_|Acc	9	obja	787	787
11	das	die	P	PDS	Neut|Nom|Sg	9	subj	_	_
12	gar	gar	A	ADV	_	13	adv	_	_
13	nicht	nicht	P	PTKNEG	_	9	adv	_	_
14	...	...	$	$.	_	0	root	_	_

1	Dirne	Dirne	N	NN	Fem|_|Sg	0	root	7	7
2	Was	was	P	PWS	Neut|_|Sg	0	root	_	_
3	denn	denn	A	ADV	_	2	adv	_	_
4	?	?	$	$.	_	0	root	_	_

1	Graf	Graf	N	NE	_|_|Sg	0	root	648	648
2	Daß	daß	K	KOUS	_	7	konj	_	_
3	ich	ich	P	PPER	1|Sg|_|Nom	7	subj	_	_
4	nichts	nichts	P	PIS	_	7	obja	_	_
5	von	von	P	APPR	Dat	7	pp	_	_
6	dir	du	P	PPER	2|Sg|_|Dat	5	pn	787	787
7	will	wollen	V	VMFIN	1|Sg|Pres|Ind	0	root	_	_
8	.	.	$	$.	_	0	root	_	_

1	Dirne	Dirne	N	NN	Fem|_|Sg	0	root	7	7
2	Es	es	P	PPER	3|Sg|Neut|Nom	3	subj	_	_
3	gibt	geben	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
4	viel	viel	A	PIDAT	Masc|_|Pl	5	det	788	788
5	Männer	Mann	N	NN	Masc|_|Pl	3	obja	788	788
6	,	,	$	$,	_	0	root	788	788
7	die	die	P	PRELS	Masc|Nom|Pl	13	subj	788	788
8	in	in	P	APPR	Dat	12	pp	_	_
9	der	die	A	ART	Def|Fem|Dat|Sg	10	det	789	789
10	Früh	Früh	N	NN	Fem|Dat|Sg	8	pn	789	789
11	nicht	nicht	P	PTKNEG	_	12	adv	_	_
12	aufgelegt	auflegen	V	VVPP	_	13	aux	_	_
13	sind	sein	V	VAFIN	3|Pl|Pres|Ind	5	rel	_	_
14	.	.	$	$.	_	0	root	_	_

1	Graf	Graf	N	NE	_|_|Sg	0	root	648	648
2	Naja	Naja	F	FM	_|_|Sg	1	app	648	648
3	...	...	$	$.	_	0	root	_	_
4	Für	für	P	APPR	Acc	7	pp	_	_
5	sich	sie	P	PRF	3|_|Acc	4	pn	_	_
6	Zu	Zu	P	PTKA	_	7	adv	_	_
7	dumm	dumm	A	ADJD	Pos|	0	root	_	_
8	,	,	$	$,	_	0	root	_	_
9	daß	daß	K	KOUS	_	11	konj	_	_
10	ich	ich	P	PPER	1|Sg|_|Nom	11	subj	790	790
11	will	wollen	V	VMFIN	1|Sg|Pres|Ind	14	subjc	_	_
12	,	,	$	$,	_	0	root	_	_
13	sie	sie	P	PPER	3|_|_|_	16	obja	789	789
14	soll	sollen	V	VMFIN	_|Sg|Pres|Ind	0	root	_	_
15	sich	sie	P	PRF	3|_|_	16	obja	_	_
16	wundern	wundern	V	VVINF	_	14	aux	_	_
17	...	...	$	$.	_	0	root	_	_
18	Also	Also	F	FM	_	0	root	_	_
19	Servus	Servus	F	FM	_	18	app	_	_
20	...	...	$	$.	_	0	root	_	_

1	Er	er	P	PPER	3|Sg|Masc|Nom	2	subj	1	1
2	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
3	bei	bei	P	APPR	Dat	2	pp	_	_
4	der	die	A	ART	Def|Fem|Dat|Sg	5	det	102	102
5	Tür	Tür	N	NN	Fem|Dat|Sg	3	pn	102	102
6	Eigentlich	eigentlich	A	ADV	_	2	adv	_	_
7	ärger	arg	A	ADJD	Comp|	2	adv	_	_
8	'	'	$	$(	_	0	root	_	_
9	ich	ich	P	PPER	1|Sg|_|Nom	2	pred	790	790
10	mich	ich	P	PRF	1|Sg|Acc	2	obja	_	_
11	.	.	$	$.	_	0	root	_	_

1	Ich	ich	P	PPER	1|Sg|_|Nom	2	subj	790	790
2	weiß	wissen	V	VVFIN	1|Sg|Pres|Ind	0	root	_	_
3	doch	doch	A	ADV	_	2	adv	_	_
4	,	,	$	$,	_	0	root	_	_
5	daß	daß	K	KOUS	_	12	konj	_	_
6	es	es	P	PPER	3|Sg|Neut|Nom	12	subj	_	_
7	solchen	solche	A	PIDAT	Neut|Dat|_	8	det	_	_
8	Frauenzimmern	Frauenzimmer	N	NN	Neut|Dat|_	12	objd	_	_
9	nur	nur	A	ADV	_	12	adv	_	_
10	aufs	auf	P	APPRART	Acc	12	objp	_	_
11	Geld	Geld	N	NN	Neut|Acc|Sg	10	pn	754	754
12	ankommt	ankommen	V	VVFIN	3|Sg|Pres|Ind	2	objc	_	_
13	...	...	$	$.	_	0	root	_	_
14	was	was	P	PWS	Neut|_|Sg	15	obja	_	_
15	sag	sag	V	VVFIN	1|Sg|_|_	0	root	_	_
16	'	'	$	$(	_	0	root	_	_
17	ich	ich	P	PPER	1|Sg|_|Nom	15	subj	790	790
18	-	-	$	$(	_	0	root	_	_
19	solchen	solche	P	PIS	_|_|_	0	root	_	_
20	...	...	$	$.	_	0	root	_	_
21	es	es	P	PPER	3|Sg|Neut|Nom	22	subj	_	_
22	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
23	schön	schön	A	ADJD	Pos|	22	pred	_	_
24	...	...	$	$.	_	0	root	_	_
25	daß	daß	K	KOUS	_	30	konj	_	_
26	sie	sie	P	PPER	3|Sg|Fem|Nom	30	subj	789	789
27	sich	sie	P	PRF	3|_|_	30	obja	_	_
28	wenigstens	wenigstens	A	ADV	_	30	adv	_	_
29	nicht	nicht	P	PTKNEG	_	30	adv	_	_
30	verstellt	verstellen	V	VVFIN	3|Sg|Pres|Ind	33	objc	_	_
31	,	,	$	$,	_	0	root	_	_
32	das	die	P	PDS	Neut|_|Sg	33	obja	_	_
33	sollte	sollen	V	VMFIN	_|Sg|Past|_	0	root	_	_
34	einen	eine	A	ART	Indef|Masc|Acc|Sg	0	root	_	_
35	eher	eher	A	ADV	_	0	root	_	_
36	freuen	freuen	V	VVINF	_	0	root	_	_
37	...	...	$	$.	_	0	root	_	_
38	Du	du	P	PPER	2|Sg|_|Nom	0	root	791	791
39	-	-	$	$(	_	0	root	_	_
40	weißt	weißen	V	VVFIN	_|_|Pres|Ind	0	root	_	_
41	,	,	$	$,	_	0	root	_	_
42	ich	ich	P	PPER	1|Sg|_|Nom	43	subj	790	790
43	komm	komm	V	VVFIN	1|Sg|_|_	40	kon	_	_
44	nächstens	nächstens	A	ADV	_	43	adv	_	_
45	wieder	wieder	A	ADV	_	43	adv	_	_
46	zu	zu	P	APPR	Dat	43	pp	_	_
47	dir	du	P	PPER	2|Sg|_|Dat	46	pn	791	791
48	.	.	$	$.	_	0	root	_	_

1	Dirne	Dirne	N	NN	Fem|_|Sg	0	root	_	_
2	mit	mit	P	APPR	Dat	1	pp	_	_
3	geschlossenen	geschlossen	A	ADJA	Pos|Neut|Dat|Sg|Wk|	4	attr	_	_
4	Augen	Auge	N	NN	Neut|Dat|Sg	2	pn	_	_
5	Gut	Gut	N	NN	Neut|Dat|Sg	4	app	_	_
6	.	.	$	$.	_	0	root	_	_

1	Graf	Graf	N	NE	_|Nom|_	3	pred	_	_
2	Wann	Wann	N	NE	_|Nom|_	1	app	_	_
3	bist	sein	V	VAFIN	2|Sg|Pres|Ind	0	root	_	_
4	du	du	P	PPER	2|Sg|_|Nom	3	subj	_	_
5	immer	immer	A	ADV	_	3	adv	_	_
6	zu	zu	P	APPR	Dat	3	pp	_	_
7	Haus	Haus	N	NN	Neut|Dat|Sg	6	pn	90	90
8	?	?	$	$.	_	0	root	_	_

1	Dirne	Dirne	N	NN	Fem|_|Sg	0	root	7	7
2	Ich	ich	P	PPER	1|Sg|_|Nom	3	subj	_	_
3	bin	sein	V	VAFIN	1|Sg|Pres|Ind	0	root	_	_
4	immer	immer	A	ADV	_	3	adv	_	_
5	zu	zu	P	APPR	Dat	3	pp	_	_
6	Haus	Haus	N	NN	Neut|Dat|Sg	5	pn	90	90
7	.	.	$	$.	_	0	root	_	_

1	Brauchst	brauchen	V	VVFIN	2|Sg|Pres|Ind	0	root	_	_
2	nur	nur	A	ADV	_	1	adv	_	_
3	nach	nach	P	APPR	Dat	7	pp	_	_
4	der	die	A	ART	Def|Fem|Dat|Sg	5	det	31	31
5	Leocadia	Leocadia	N	NN	Fem|Dat|Sg	3	pn	31	31
6	zu	zu	P	PTKZU	_	7	part	_	_
7	fragen	fragen	V	VVINF	_	1	obji	_	_
8	.	.	$	$.	_	0	root	_	_

1	Graf	Graf	N	NE	_	0	root	31	31
2	Leocadia	Leocadia	N	NE	_	1	app	31	31
3	...	...	$	$.	_	0	root	_	_

1	Schön	schön	A	ADJD	Pos|	0	root	_	_
2	-	-	$	$(	_	0	root	_	_
3	Also	also	A	ADV	_	4	adv	_	_
4	grüß	grüßen	V	VVIMP	Sg	0	root	_	_
5	'	'	$	$(	_	0	root	_	_
6	dich	du	P	PPER	2|Sg|_|Acc	4	obja	794	794
7	Gott	Gott	N	NN	Masc|_|Sg	0	root	39	39
8	.	.	$	$.	_	0	root	_	_

1	Bei	bei	P	APPR	Dat	4	pp	_	_
2	der	die	A	ART	Def|Fem|Dat|Sg	3	det	102	102
3	Tür	Tür	N	NN	Fem|Dat|Sg	1	pn	102	102
4	Ich	ich	P	PPER	1|Sg|_|Nom	5	subj	793	793
5	hab	hab	V	VAFIN	1|Sg|_|_	0	root	_	_
6	'	'	$	$(	_	0	root	_	_
7	doch	doch	A	ADV	_	5	adv	_	_
8	noch	noch	A	ADV	_	5	adv	_	_
9	immer	immer	A	ADV	_	5	adv	_	_
10	den	die	A	ART	Def|Masc|Acc|Sg	11	det	406	406
11	Wein	Wein	N	NN	Masc|Acc|Sg	5	obja	406	406
12	im	in	P	APPRART	Dat	5	pp	_	_
13	Kopf	Kopf	N	NN	Masc|Dat|Sg	12	pn	792	792
14	.	.	$	$.	_	0	root	_	_

1	Also	also	A	ADV	_	2	adv	_	_
2	das	die	P	PDS	Neut|Nom|Sg	3	subj	_	_
3	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
4	doch	doch	A	ADV	_	3	adv	_	_
5	das	die	A	ART	Def|Neut|Nom|Sg	6	det	_	_
6	Höchste	Höchste	N	NN	Neut|Nom|Sg	3	pred	_	_
7	...	...	$	$.	_	0	root	_	_
8	ich	ich	P	PPER	1|Sg|_|Nom	0	root	793	793
9	bin	sein	V	VAFIN	1|Sg|Pres|Ind	0	root	_	_
10	bei	bei	P	APPR	Dat	16	pp	_	_
11	so	so	A	ADV	_	12	adv	_	_
12	einer	eine	P	PIS	Fem|Dat|Sg	10	pn	_	_
13	und	und	K	KON	_	12	kon	_	_
14	hab	hab	F	FM	Fem|Dat|Sg	13	cj	_	_
15	'	'	$	$(	_	0	root	_	_
16	nichts	nichts	P	PIS	_|Nom|Sg	9	subj	_	_
17	getan	tun	V	VVPP	_	9	aux	_	_
18	,	,	$	$,	_	0	root	_	_
19	als	als	K	KOUS	_	23	konj	_	_
20	ihr	ihr	P	PPER	3|Sg|Fem|Dat	23	objd	102	102
21	die	die	A	ART	Def|Neut|_|Pl	22	det	374	374
22	Augen	Auge	N	NN	Neut|_|Pl	23	obja	374	374
23	geküßt	geküßt	V	VVPP	_	17	par	_	_
24	,	,	$	$,	_	0	root	_	_
25	weil	weil	K	KOUS	_	0	root	_	_
26	sie	sie	P	PPER	3|_|_|_	0	root	102	102
27	mich	ich	P	PPER	1|Sg|_|Acc	0	root	793	793
28	an	an	P	APPR	Acc	30	objp	_	_
29	wen	wer	P	PWS	_|Acc|Sg	28	pn	_	_
30	erinnert	erinnern	V	VVPP	_	31	aux	_	_
31	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
32	...	...	$	$.	_	0	root	_	_

1	Wendet	wenden	V	VVFIN	_|_|Pres|_	9	neb	_	_
2	sich	sie	P	PRF	3|_|_	1	obja	_	_
3	zu	zu	P	APPR	Dat	1	pp	_	_
4	ihr	ihr	P	PPER	3|Sg|Fem|Dat	3	pn	102	102
5	Du	du	P	PPER	2|Sg|_|Nom	1	subj	794	794
6	,	,	$	$,	_	0	root	_	_
7	Leocadie	Leocadie	N	NE	_|Nom|Sg	5	kon	_	_
8	,	,	$	$,	_	0	root	_	_
9	passiert	passieren	V	VVFIN	_|_|Pres|Ind	0	root	_	_
10	dir	du	P	PPER	2|Sg|_|Dat	9	objd	794	794
11	das	die	A	ART	Def|Neut|_|Sg	0	root	_	_
12	öfter	öfter	A	ADJD	_	0	root	_	_
13	,	,	$	$,	_	0	root	_	_
14	daß	daß	K	KOUS	_	17	konj	_	_
15	man	man	P	PIS	_|Nom|Sg	17	subj	_	_
16	so	so	A	ADV	_	17	adv	_	_
17	weggeht	weggehen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
18	von	von	P	APPR	Dat	17	pp	_	_
19	dir	du	P	PPER	2|Sg|_|Dat	18	pn	794	794
20	?	?	$	$.	_	0	root	_	_

1	Dirne	Dirne	N	NN	Fem|_|Sg	0	root	_	_
2	Wie	wie	K	KOKOM	_	1	kom	_	_
3	denn	denn	A	ADV	_	2	cj	_	_
4	?	?	$	$.	_	0	root	_	_

1	Graf	Graf	N	NE	_|_|Sg	0	root	648	648
2	So	so	A	ADV	_	1	adv	648	648
3	wie	wie	P	PWAV	_	0	root	_	_
4	ich	ich	P	PPER	1|Sg|_|Nom	0	root	_	_
5	?	?	$	$.	_	0	root	_	_

1	Dirne	Dirne	N	NN	Fem|_|Sg	0	root	_	_
2	In	in	P	APPR	Dat	1	pp	_	_
3	der	die	A	ART	Def|Fem|Dat|Sg	4	det	789	789
4	Früh	Früh	N	NN	Fem|Dat|Sg	2	pn	789	789
5	?	?	$	$.	_	0	root	_	_

1	Graf	Graf	N	NE	Neut|_|Sg	0	root	_	_
2	Nein	Nein	N	NN	Neut|_|Sg	1	app	_	_
3	...	...	$	$.	_	0	root	_	_
4	ob	ob	K	KOUS	_	10	konj	_	_
5	schon	schon	A	ADV	_	10	adv	_	_
6	manchmal	manchmal	A	ADV	_	10	adv	_	_
7	wer	wer	P	PWS	_|Nom|Sg	10	pred	_	_
8	bei	bei	P	APPR	Dat	10	pp	_	_
9	dir	du	P	PPER	2|Sg|_|Dat	8	pn	795	795
10	war	sein	V	VAFIN	_|Sg|Past|Ind	0	root	_	_
11	-	-	$	$(	_	0	root	_	_
12	und	und	K	KON	_	0	root	_	_
13	nichts	nichts	P	PIS	_	16	obja	_	_
14	von	von	P	APPR	Dat	16	pp	_	_
15	dir	du	P	PPER	2|Sg|_|Dat	14	pn	795	795
16	wollen	wollen	V	VMINF	_	12	cj	_	_
17	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
18	?	?	$	$.	_	0	root	_	_

1	Dirne	Dirne	N	NN	Fem|_|Sg	0	root	7	7
2	Nein	nein	P	PTKANT	_	0	root	_	_
3	,	,	$	$,	_	0	root	_	_
4	das	die	P	PDS	Neut|Nom|Sg	5	subj	_	_
5	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
6	mir	ich	P	PPER	1|Sg|_|Dat	5	objd	797	797
7	noch	noch	A	ADV	_	5	adv	_	_
8	nie	nie	A	ADV	_	5	adv	_	_
9	g	g	N	NN	_|Nom|_	5	pred	_	_
10	'	'	$	$(	_	0	root	_	_
11	schehn	schehn	N	NE	_|Nom|_	9	app	_	_
12	.	.	$	$.	_	0	root	_	_

1	Graf	Graf	N	NE	_|_|Sg	0	root	648	648
2	Also	also	A	ADV	_	1	adv	648	648
3	,	,	$	$,	_	0	root	648	648
4	was	was	P	PWS	Neut|_|Sg	5	obja	648	648
5	meinst	meinen	V	VVFIN	2|Sg|Pres|Ind	1	rel	648	648
6	denn	denn	A	ADV	_	5	adv	648	648
7	?	?	$	$.	_	0	root	_	_

1	Glaubst	glauben	V	VVFIN	2|Sg|Pres|Ind	0	root	_	_
2	,	,	$	$,	_	0	root	_	_
3	du	du	P	PPER	_|Nom|Sg	0	root	796	796
4	g	g	N	NN	_	3	app	796	796
5	'	'	$	$(	_	0	root	_	_
6	fallst	fallst	V	VVIMP	_	0	root	_	_
7	mir	ich	P	PPER	1|Sg|_|Dat	6	objd	797	797
8	nicht	nicht	P	PTKNEG	_	6	adv	_	_
9	?	?	$	$.	_	0	root	_	_

1	Dirne	Dirne	N	NN	Fem|_|Sg	0	root	_	_
2	Warum	Warum	P	PWAV	_	3	adv	_	_
3	soll	sollen	V	VMFIN	1|Sg|Pres|Ind	1	objc	_	_
4	ich	ich	P	PPER	1|Sg|_|Nom	3	subj	797	797
5	dir	du	P	PPER	2|Sg|_|Dat	3	objd	799	799
6	denn	denn	A	ADV	_	3	adv	_	_
7	nicht	nicht	P	PTKNEG	_	3	adv	_	_
8	g	g	N	NN	Fem|_|Sg	1	app	_	_
9	'	'	$	$(	_	0	root	_	_
10	fallen	fallen	V	VVINF	_	0	root	_	_
11	?	?	$	$.	_	0	root	_	_

1	Bei	bei	P	APPR	Dat	4	pp	_	_
2	der	die	A	ART	Def|Fem|Dat|Sg	3	det	798	798
3	Nacht	Nacht	N	NN	Fem|Dat|Sg	1	pn	798	798
4	hab	hab	V	VAFIN	1|Sg|_|_	0	root	_	_
5	'	'	$	$(	_	0	root	_	_
6	ich	ich	P	PPER	1|Sg|_|Nom	4	subj	797	797
7	dir	du	P	PPER	2|Sg|_|Dat	4	objd	799	799
8	schon	schon	A	ADV	_	4	adv	_	_
9	g	g	N	NN	_	0	root	65	65
10	'	'	$	$(	_	0	root	_	_
11	fallen	fallen	V	VVINF	_	0	root	_	_
12	.	.	$	$.	_	0	root	_	_

1	Graf	Graf	N	NE	_|_|Sg	0	root	648	648
2	Du	du	P	PPER	_|Nom|Sg	0	root	796	796
3	g	g	N	NN	_	2	app	796	796
4	'	'	$	$(	_	0	root	_	_
5	fallst	fallst	V	VVIMP	_	0	root	_	_
6	mir	ich	P	PPER	1|Sg|_|Dat	5	objd	797	797
7	auch	auch	A	ADV	_	5	adv	_	_
8	jetzt	jetzt	A	ADV	_	5	adv	_	_
9	.	.	$	$.	_	0	root	_	_

1	Dirne	Dirne	N	NN	Fem|_|Sg	0	root	7	7
2	Aber	aber	K	KON	_	0	root	_	_
3	bei	bei	P	APPR	Dat	6	pp	_	_
4	der	die	A	ART	Def|Fem|Dat|Sg	5	det	798	798
5	Nacht	Nacht	N	NN	Fem|Dat|Sg	3	pn	798	798
6	hab	hab	V	VAFIN	1|Sg|_|_	2	cj	_	_
7	'	'	$	$(	_	0	root	_	_
8	ich	ich	P	PPER	1|Sg|_|Nom	6	subj	797	797
9	dir	du	P	PPER	2|Sg|_|Dat	6	objd	800	800
10	besser	gut	A	ADJD	Comp|	6	adv	_	_
11	g	g	N	NN	_	0	root	65	65
12	'	'	$	$(	_	0	root	_	_
13	fallen	fallen	V	VVINF	_	0	root	_	_
14	.	.	$	$.	_	0	root	_	_

1	Graf	Graf	N	NE	_	0	root	783	783
2	Warum	Warum	N	NE	_	1	app	783	783
3	glaubst	glauben	V	VVFIN	2|Sg|Pres|Ind	0	root	_	_
4	du	du	P	PPER	2|Sg|_|Nom	3	subj	800	800
5	das	die	P	PDS	Neut|_|Sg	0	root	_	_
6	?	?	$	$.	_	0	root	_	_

1	Dirne	Dirne	N	NN	Fem|_|Sg	0	root	29	29
2	Na	Na	N	NE	Fem|_|Sg	1	app	29	29
3	,	,	$	$,	_	0	root	_	_
4	was	was	P	PWS	Neut|_|Sg	5	obja	_	_
5	fragst	fragen	V	VVFIN	2|Sg|Pres|Ind	2	rel	_	_
6	denn	denn	A	ADV	_	5	adv	_	_
7	so	so	A	ADV	_	8	adv	_	_
8	dumm	dumm	A	ADJD	Pos|	5	adv	_	_
9	?	?	$	$.	_	0	root	_	_

1	Graf	Graf	N	NE	_|_|Sg	0	root	648	648
2	Bei	bei	P	APPR	Dat	1	pp	648	648
3	der	die	A	ART	Def|Fem|Dat|Sg	4	det	798	798
4	Nacht	Nacht	N	NN	Fem|Dat|Sg	2	pn	648	648
5	...	...	$	$.	_	0	root	_	_
6	Ja	ja	P	PTKANT	_	0	root	_	_
7	,	,	$	$,	_	0	root	_	_
8	sag	sag	V	VVFIN	_	10	s	_	_
9	,	,	$	$,	_	0	root	_	_
10	bin	sein	V	VAFIN	1|Sg|Pres|Ind	0	root	_	_
11	ich	ich	P	PPER	1|Sg|_|Nom	10	subj	801	801
12	denn	denn	A	ADV	_	10	adv	_	_
13	nicht	nicht	P	PTKNEG	_	10	adv	_	_
14	gleich	gleich	A	ADJD	Pos|	10	pred	_	_
15	am	an	P	APPRART	Dat	10	pp	_	_
16	Diwan	Diwan	N	NN	Masc|Dat|Sg	15	pn	187	187
17	hing	hängen	V	VVFIN	_|Sg|Past|Ind	0	root	_	_
18	'	'	$	$(	_	0	root	_	_
19	fallen	fallen	V	VVINF	_	0	root	_	_
20	?	?	$	$.	_	0	root	_	_

1	Dirne	Dirne	N	NN	Fem|_|Sg	0	root	29	29
2	Na	Na	N	NE	Fem|_|Sg	1	app	29	29
3	freilich	freilich	A	ADV	_	1	adv	_	_
4	...	...	$	$.	_	0	root	_	_
5	mit	mit	P	APPR	Dat	0	root	_	_
6	mir	ich	P	PPER	1|Sg|_|Dat	5	pn	801	801
7	zusammen	zusammen	P	PTKVZ	_	0	root	_	_
8	.	.	$	$.	_	0	root	_	_

1	Graf	Graf	N	NE	_|_|Sg	0	root	648	648
2	Mit	mit	P	APPR	Dat	1	pp	648	648
3	dir	du	P	PPER	2|Sg|_|Dat	2	pn	648	648
4	?	?	$	$.	_	0	root	802)	802)

1	Dirne	Dirne	N	NN	Fem|_|Sg	4	vok	_	_
2	ja	ja	A	ADV	_	1	adv	_	_
3	,	,	$	$,	_	0	root	_	_
4	weißt	weißen	V	VVFIN	2|Sg|Pres|Ind	0	root	_	_
5	denn	denn	A	ADV	_	4	adv	_	_
6	du	du	P	PPER	2|Sg|_|Nom	4	subj	802	802
7	das	die	P	PDS	Neut|_|Sg	4	obja	_	_
8	nimmer	nimmer	V	VVFIN	_	0	root	_	_
9	?	?	$	$.	_	0	root	_	_

1	Graf	Graf	N	NE	_|_|Sg	0	root	648	648
2	Ich	ich	P	PPER	1|Sg|_|Nom	3	subj	803	803
3	hab	hab	V	VAFIN	1|Sg|_|_	0	root	_	_
4	'	'	$	$(	_	0	root	_	_
5	...	...	$	$.	_	0	root	_	_
6	wir	wir	P	PPER	1|Pl|_|Nom	7	subj	_	_
7	sind	sein	V	VAFIN	1|Pl|Pres|Ind	0	root	_	_
8	zusammen	zusammen	A	ADV	_	7	adv	_	_
9	...	...	$	$.	_	0	root	_	_
10	ja	ja	A	ADV	_	0	root	_	_
11	...	...	$	$.	_	0	root	_	_

1	Dirne	Dirne	N	NN	Fem|_|Sg	0	root	7	7
2	Aber	aber	K	KON	_	0	root	_	_
3	gleich	gleich	A	ADJD	Pos|	4	adv	_	_
4	bist	sein	V	VAFIN	2|Sg|Pres|Ind	2	cj	_	_
5	eing	eing	F	FM	_|Nom|_	4	pred	_	_
6	'	'	$	$(	_	0	root	_	_
7	schlafen	schlafen	V	VVINF	_	0	root	_	_
8	.	.	$	$.	_	0	root	_	_

1	Graf	Graf	N	NE	_|Nom|Sg	3	pred	648	648
2	Gleich	gleich	A	ADV	_	1	adv	648	648
3	bin	sein	V	VAFIN	1|Sg|Pres|Ind	0	root	_	_
4	ich	ich	P	PPER	1|Sg|_|Nom	3	subj	803	803
5	...	...	$	$.	_	0	root	_	_

1	So	so	A	ADV	_	0	root	_	_
2	...	...	$	$.	_	0	root	_	_
3	Also	also	A	ADV	_	4	adv	_	_
4	so	so	A	ADV	_	5	adv	_	_
5	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
6	das	die	P	PDS	Neut|Nom|Sg	5	subj	_	_
7	!	!	$	$.	_	0	root	_	_
8	...	...	$	$.	_	0	root	_	_

1	Dirne	Dirne	N	NN	Fem|_|Sg	0	root	7	7
2	Ja	ja	P	PTKANT	_	0	root	_	_
3	,	,	$	$,	_	0	root	_	_
4	Bubi	Bubi	N	NE	_	0	root	_	_
5	.	.	$	$.	_	0	root	_	_

1	Du	du	P	PPER	2|Sg|_|Nom	2	subj	804	804
2	mußt	müssen	V	VMFIN	2|Sg|Pres|Ind	0	root	_	_
3	aber	aber	A	ADV	_	2	adv	_	_
