1	Was	was	PRO	PWS	Neut|Nom|Sg	5	subj	_	-
24	Bank	Bank	N	NN	Fem|Gen|Sg	22	gmod	_	-
25	suchte	suchen	V	VVFIN	3|Sg|Past|_	9	objc	_	-
26	…	…	N	NE	_	25	obja	_	-
27	Die	die	ART	ART	Def|Fem|Nom|Sg	28	det	_	(4
28	Bank	Bank	N	NN	Fem|Nom|Sg	29	subj	_	4)
29	würde	werden	V	VAFIN	3|Sg|Past|Subj	0	root	_	-
30	ja	ja	ADV	ADV	_	36	adv	_	-
31	die	die	ART	ART	Def|Neut|_|Pl	32	det	_	-
32	Kontaktdaten	Kontaktdatum	N	NN	Neut|_|Pl	36	obja	_	-
33	zu	zu	PREP	APPR	Dat	36	pp	_	-
34	meinem	meine	ART	PPOSAT	Masc|Dat|Sg	35	det	_	(0)
35	Namen	Name	N	NN	Masc|Dat|Sg	33	pn	_	-
36	haben	haben	V	VAINF	_	29	aux	_	-
37	und	und	KON	KON	_	29	kon	_	-
38	könnte	können	V	VMFIN	_|Sg|Past|Subj	37	cj	_	-
39	mich	ich	PRO	PRF	1|Sg|Acc	41	obja	_	-
40	so	so	ADV	ADV	_	41	adv	_	-
41	anrufen	anrufen	V	VVINF	_	38	aux	_	-
42	.	.	$.	$.	_	0	root	_	-

1	Er	er	PRO	PPER	3|Sg|Masc|Nom	2	subj	_	(2)
2	fuhr	fahren	V	VVFIN	3|Sg|Past|Ind	0	root	_	-
3	in	in	PREP	APPR	Acc	2	pp	_	-
4	die	die	ART	ART	Def|Fem|Acc|Sg	6	det	_	-
5	nächste	nah	ADJA	ADJA	_|Fem|Acc|Sg|_|	6	attr	_	-
6	Filiale	Filiale	N	NN	Fem|Acc|Sg	3	pn	_	-
7	meiner	meine	ART	PPOSAT	Fem|Gen|Sg	8	det	_	(0)
8	Bank	Bank	N	NN	Fem|Gen|Sg	6	gmod	_	-
9	und	und	KON	KON	_	2	kon	_	-
10	dank	dank	PREP	APPR	_	15	pp	_	-
11	der	die	ART	ART	Def|Fem|_|Sg	12	det	_	-
12	Computervernetzung	Computervernetzung	N	NN	Fem|_|Sg	10	pn	_	-
13	der	die	ART	ART	Def|Fem|Gen|Pl	14	det	_	-
14	Filialen	Filiale	N	NN	Fem|Gen|Pl	12	gmod	_	-
15	konnte	können	V	VMFIN	3|Sg|Past|Ind	9	cj	_	-
16	meine	meine	ART	PPOSAT	Fem|Nom|Sg	17	det	_	(0)
17	Telefonnummer	Telefonnummer	N	NN	Fem|Nom|Sg	15	subj	_	-
18	schnell	schnell	ADV	ADJD	Pos|	19	adv	_	-
19	herausgefunden	herausfinden	V	VVPP	_	20	aux	_	-
20	werden	werden	V	VAINF	_	15	aux	_	-
21	.	.	$.	$.	_	0	root	_	-

1	Da	da	ADV	ADV	_	2	adv	_	-
2	stand	stehen	V	VVFIN	1|Sg|Past|Ind	0	root	_	-
3	ich	ich	PRO	PPER	1|Sg|_|Nom	2	subj	_	(0)
4	nun	nun	ADV	ADV	_	2	adv	_	-
5	mit	mit	PREP	APPR	Dat	2	pp	_	-
6	meiner	meine	ART	PPOSAT	Fem|Dat|Sg	7	det	_	(0)|(5
7	Brieftasche	Brieftasche	N	NN	Fem|Dat|Sg	5	pn	_	-
8	,	,	$,	$,	_	0	root	_	-
9	die	die	PRO	PRELS	Fem|Nom|Sg	20	subj	_	(5)
10	mir	ich	PRO	PPER	1|Sg|_|Dat	18	objd	_	(0)
11	beim	bei	PREP	APPRART	Dat	18	pp	_	-
12	Verlassen	Verlassen	N	NN	Neut|Dat|Sg	11	pn	_	-
13	des	die	ART	ART	Def|Masc|Gen|Sg	14	det	_	(3
14	Supermarktes	Supermarkt	N	NN	Masc|Gen|Sg	12	gmod	_	3)
15	aus	aus	PREP	APPR	Dat	18	pp	_	-
16	der	die	ART	ART	Def|Fem|Dat|Sg	17	det	_	(6
17	Handtasche	Handtasche	N	NN	Fem|Dat|Sg	15	pn	_	6)
18	gerutscht	rutschen	V	VVPP	_	19	aux	_	-
19	sein	sein	V	VAINF	_	20	aux	_	-
20	muss	müssen	V	VMFIN	3|Sg|Pres|Ind	7	rel	_	5)
21	.	.	$.	$.	_	0	root	_	-

1	Zum	zu	PREP	APPRART	Dat	3	pp	_	-
2	Glück	Glück	N	NN	Neut|Dat|Sg	1	pn	_	-
3	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	-
4	alles	alle	PRO	PIS	Neut|Nom|Sg	3	subj	_	-
5	noch	noch	ADV	ADV	_	3	adv	_	-
6	da	da	ADV	ADV	_	3	adv	_	-
7	!	!	$.	$.	_	0	root	_	-

1	Ich	ich	PRO	PPER	1|Sg|_|Nom	2	subj	_	(0)
2	bin	sein	V	VAFIN	1|Sg|Pres|Ind	0	root	_	-
3	sooo	sooo	ADV	ADJD	_	2	adv	_	-
4	froh	froh	ADV	ADJD	Pos|	2	pred	_	-
5	,	,	$,	$,	_	0	root	_	-
6	dass	dass	KOUS	KOUS	_	12	konj	_	-
7	diese	diese	ART	PDAT	Fem|Nom|Sg	8	det	_	-
8	Episode	Episode	N	NN	Fem|Nom|Sg	12	subj	_	-
9	so	so	ADV	ADV	_	10	adv	_	-
10	gut	gut	ADV	ADJD	Pos|	11	adv	_	-
11	ausgegangen	ausgehen	V	VVPP	_	12	aux	_	-
12	ist	sein	V	VAFIN	3|Sg|Pres|Ind	2	objc	_	-
13	.	.	$.	$.	_	0	root	_	-

1	Nun	nun	ADV	ADV	_	2	adv	_	-
2	weiß	wissen	V	VVFIN	1|Sg|Pres|Ind	0	root	_	-
3	ich	ich	PRO	PPER	1|Sg|_|Nom	2	subj	_	(0)
4	leider	leider	ADV	ADV	_	2	adv	_	-
5	gar	gar	ADV	ADV	_	6	adv	_	-
6	nicht	nicht	PTKNEG	PTKNEG	_	2	adv	_	-
7	,	,	$,	$,	_	0	root	_	-
8	wie	wie	PWAV	PWAV	_	13	adv	_	-
9	ich	ich	PRO	PPER	1|Sg|_|Nom	14	subj	_	(0)
10	dem	die	ART	ART	Def|Masc|Dat|Sg	12	det	_	(7
11	ehrlichen	ehrlich	ADJA	ADJA	Pos|Masc|Dat|Sg|Wk|	12	attr	_	-
12	Finder	Finder	N	NN	Masc|Dat|Sg	13	objd	_	7)
13	danken	danken	V	VVINF	_	14	aux	_	-
14	kann	können	V	VMFIN	1|Sg|Pres|Ind	2	objc	_	-
15	.	.	$.	$.	_	0	root	_	-

1	Vielleicht	vielleicht	ADV	ADV	_	2	adv	_	-
2	liest	lesen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	-
3	er	er	PRO	PPER	3|Sg|Masc|Nom	2	subj	_	(7)
4	ja	ja	ADV	ADV	_	2	adv	_	-
5	diesen	diese	ART	PDAT	Masc|Acc|Sg	6	det	_	(8
6	Blogeintrag	Blogeintrag	N	NN	Masc|Acc|Sg	2	obja	_	8)
7	oder	oder	KON	KON	_	2	kon	_	-
8	es	es	PRO	PPER	3|Sg|Neut|_	9	expl	_	-
9	liest	lesen	V	VVFIN	3|Sg|Pres|Ind	7	cj	_	-
10	ihn	er	PRO	PPER	3|Sg|Masc|Acc	9	obja	_	(7)
11	jemand	jemand	PRO	PIS	_|Nom|Sg	9	subj	_	-
12	,	,	$,	$,	_	0	root	_	-
13	dem	die	PRO	PRELS	_|Dat|Sg	17	objd	_	(7)
14	er	er	PRO	PPER	3|Sg|Masc|Nom	18	subj	_	(8)
15	die	die	ART	ART	Def|Fem|_|Sg	16	det	_	-
16	Geschichte	Geschichte	N	NN	Fem|_|Sg	17	obja	_	-
17	erzählt	erzählen	V	VVPP	_	18	aux	_	-
18	hat	haben	V	VAFIN	3|Sg|Pres|Ind	11	rel	_	-
19	:	\:	$.	$.	_	0	root	_	-
20	“	“	$(	$(	_	0	root	_	-
21	Vielen	viele	PRO	PIS	_|Nom|Pl	0	root	_	-
22	,	,	$,	$,	_	0	root	_	-
23	vielen	viele	ART	PIDAT	_|_|_	24	det	_	-
24	Dank	Dank	N	NN	Masc|Nom|Sg	21	kon	_	-
25	,	,	$,	$,	_	0	root	_	-
26	lieber	lieb	ADJA	ADJA	Pos|Masc|Nom|Sg|St|	27	attr	_	-
27	Finder	Finder	N	NN	Masc|Nom|Sg	24	kon	_	-
28	!	!	$.	$.	_	0	root	_	-
29	”	”	$(	$(	_	0	root	_	-

