1	Wie	Wie	PWAV	PWAV	_	9	adv	_	-
3	gibt	geben	V	VVFIN	3|Sg|Pres|Ind	1	cj	_	-
4	es	es	PRO	PPER	3|Sg|Neut|Nom	3	subj	_	-
5	regelmäßig	regelmäßig	ADV	ADJD	Pos|	3	adv	_	-
6	Malkurse	Malkurs	N	NN	Masc|_|_	3	obja	_	-
7	für	für	PREP	APPR	Acc	6	pp	_	-
8	Kinder	Kind	N	NN	Neut|Acc|Pl	7	pn	_	(7)
9	bis	bis	PREP	APPR	Acc	3	pp	_	-
10	14	14	CARD	CARD	_	11	attr	_	-
11	Jahre	Jahr	N	NN	Neut|Acc|Pl	9	pn	_	-
12	.	.	$.	$.	_	0	root	_	-

1	Doch	doch	KON	KON	_	0	root	_	-
2	nicht	nicht	PTKNEG	PTKNEG	_	7	adv	_	-
3	nur	nur	ADV	ADV	_	7	adv	_	-
4	Maler	Maler	N	NN	Neut|Nom|Pl	7	pred	_	-
5	und	und	KON	KON	_	4	kon	_	-
6	Kinder	Kind	N	NN	Neut|Nom|Pl	5	cj	_	(7)
7	kommen	kommen	V	VVINF	_	1	cj	_	-
8	,	,	$,	$,	_	0	root	_	-
9	das	die	ART	ART	Def|Neut|Nom|Sg	10	det	_	-
10	Fest	Fest	N	NN	Neut|Nom|Sg	11	subj	_	-
11	zieht	zeihen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	-
12	auch	auch	ADV	ADV	_	11	adv	_	-
13	Musiker	Musiker	N	NN	Masc|_|_	11	obja	_	-
14	und	und	KON	KON	_	13	kon	_	-
15	andere	andere	ADJA	ADJA	_|Masc|_|_|_	16	attr	_	-
16	Künstler	Künstler	N	NN	Masc|_|_	14	cj	_	-
17	an	an	PTKVZ	PTKVZ	_	11	avz	_	-
18	.	.	$.	$.	_	0	root	_	-

1	Sie	sie	PRO	PPER	3|Pl|_|Nom	3	subj	_	(7)
2	alle	alle	PRO	PIS	_|Nom|_	1	app	_	-
3	zeigen	zeigen	V	VVFIN	3|Pl|Pres|_	0	root	_	-
4	ihre	ihre	ART	PPOSAT	Fem|_|Sg	5	det	_	(7)
5	Kunst	Kunst	N	NN	Fem|_|Sg	3	obja	_	-
6	umsonst	umsonst	ADV	ADV	_	3	adv	_	-
7	auf	auf	PREP	APPR	Dat	3	pp	_	-
8	der	die	ART	ART	Def|Fem|Dat|Sg	9	det	_	-
9	Straße	Straß	N	NN	Fem|Dat|Sg	7	pn	_	-
10	.	.	$.	$.	_	0	root	_	-

1	Natürlich	natürlich	ADV	ADJD	Pos|	2	adv	_	-
2	kommen	kommen	V	VVFIN	3|Pl|Pres|_	0	root	_	-
3	Tausende	Tausend	N	NN	Masc|Nom|Pl	2	subj	_	-
4	Besucher	Besucher	N	NN	Masc|Nom|_	3	app	_	-
5	.	.	$.	$.	_	0	root	_	-

1	Sie	sie	PRO	PPER	3|Pl|_|Nom	2	subj	_	(7)
2	laufen	laufen	V	VVFIN	3|Pl|Pres|_	0	root	_	-
3	durch	durch	PREP	APPR	Acc	2	pp	_	-
4	die	die	ART	ART	Def|Fem|Acc|Pl	5	det	_	(8
5	Straßen	Straß	N	NN	Fem|Acc|Pl	3	pn	_	8)
6	,	,	$,	$,	_	0	root	_	-
7	sehen	sehen	V	VVFIN	3|Pl|Pres|_	2	s	_	-
8	sich	sie	PRO	PRF	3|_|_	7	obja	_	-
9	die	die	ART	ART	Def|_|Nom|Pl	10	det	_	(3
10	Bilder	Bild	N	NN	_|Nom|Pl	7	subj	_	3)
11	an	an	PTKVZ	PTKVZ	_	7	avz	_	-
12	und	und	KON	KON	_	7	kon	_	-
13	hören	hören	V	VVFIN	_|Pl|Pres|_	12	cj	_	-
14	den	die	ART	ART	Def|Masc|Dat|Pl	15	det	_	-
15	Musikern	Musiker	N	NN	Masc|Dat|Pl	13	objd	_	-
16	zu	zu	PTKVZ	PTKVZ	_	13	avz	_	-
17	.	.	$.	$.	_	0	root	_	-

1	Selbstverständlich	selbstverständlich	ADV	ADJD	Pos|	2	adv	_	-
2	gibt	geben	V	VVFIN	3|Sg|Pres|Ind	0	root	_	-
3	es	es	PRO	PPER	3|Sg|Neut|Nom	2	subj	_	-
4	auch	auch	ADV	ADV	_	2	adv	_	-
5	Imbisswagen	Imbisswage	N	NN	_|_|_	2	obja	_	-
6	-	-	$(	$(	_	0	root	_	-
7	keiner	keine	PRO	PIS	Masc|Nom|Sg	8	subj	_	-
8	muss	müssen	V	VMFIN	3|Sg|Pres|Ind	2	kon	_	-
9	hungrig	hungrig	ADV	ADJD	Pos|	12	adv	_	-
10	nach	nach	PREP	APPR	Dat	12	pp	_	-
11	Hause	Haus	N	NN	Neut|Dat|Sg	10	pn	_	(15)
12	fahren	fahren	V	VVINF	_	8	aux	_	-
13	.	.	$.	$.	_	0	root	_	-

1	Aber	aber	KON	KON	_	0	root	_	-
2	weil	weil	KOUS	KOUS	_	6	konj	_	-
3	es	es	PRO	PPER	3|Sg|Neut|Nom	6	subj	_	-
4	so	so	ADV	ADV	_	5	adv	_	-
5	voll	voll	ADV	ADJD	Pos|	6	pred	_	-
6	ist	sein	V	VAFIN	3|Sg|Pres|Ind	8	neb	_	-
7	,	,	$,	$,	_	0	root	_	-
8	muss	müssen	V	VMFIN	3|Sg|Pres|Ind	1	cj	_	-
9	man	man	PRO	PIS	_|Nom|Sg	8	subj	_	-
10	ein	eine	ART	ART	Indef|_|_|Sg	12	det	_	-
11	bisschen	bisschen	ART	PIDAT	Fem|_|Sg	12	attr	_	-
12	Zeit	Zeit	N	NN	Fem|_|Sg	13	obja	_	-
13	mitbringen	mitbringen	V	VVINF	_	8	aux	_	-
14	,	,	$,	$,	_	0	root	_	-
15	wenn	wenn	KOUS	KOUS	_	22	konj	_	-
16	man	man	PRO	PIS	_|Nom|Sg	22	subj	_	-
17	ein	eine	ART	ART	Indef|Neut|_|Sg	18	det	_	-
18	Eis	Eis	N	NN	Neut|_|Sg	21	obja	_	-
19	oder	oder	KON	KON	_	18	kon	_	-
20	Pommes	Pommes	N	NN	_|_|Pl	19	cj	_	-
21	essen	essen	V	VVINF	_	22	aux	_	-
22	möchte	mögen	V	VMFIN	3|Sg|Past|Subj	8	neb	_	-
23	.	.	$.	$.	_	0	root	_	-

1	Am	an	PREP	APPRART	Dat	4	pp	_	-
2	späten	spät	ADJA	ADJA	Pos|_|Dat|Sg|Wk|	3	attr	_	-
3	Sonntagnachmittag	Sonntagnachmittag	N	NN	_|Dat|Sg	1	pn	_	-
4	bekommen	bekommen	V	VVFIN	3|Pl|Pres|_	0	root	_	-
5	die	die	ART	ART	Def|_|Nom|Pl	6	det	_	(2
6	Maler	Maler	N	NN	_|Nom|Pl	4	subj	_	2)
7	mit	mit	PREP	APPR	Dat	4	pp	_	-
8	den	die	ART	ART	Def|_|Dat|Pl	10	det	_	-
9	besten	gut	ADJA	ADJA	Sup|_|Dat|Pl|_|	10	attr	_	-
10	Bildern	Bild	N	NN	_|Dat|Pl	7	pn	_	-
11	einen	eine	ART	ART	Indef|Masc|Acc|Sg	12	det	_	(9
12	Preis	Preis	N	NN	Masc|Acc|Sg	4	obja	_	9)
13	.	.	$.	$.	_	0	root	_	-

1	Dieser	diese	ART	PDAT	Masc|Nom|Sg	2	det	_	(9
2	Preis	Preis	N	NN	Masc|Nom|Sg	3	subj	_	9)
3	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	-
4	nicht	nicht	PTKNEG	PTKNEG	_	3	adv	_	-
5	besonders	besonders	ADV	ADV	_	6	adv	_	-
6	hoch	hoch	ADV	ADJD	Pos|	3	pred	_	-
7	.	.	$.	$.	_	0	root	_	-

1	„	„	N	NE	_	0	root	_	(11)
2	Aber	aber	KON	KON	_	0	root	_	-
3	wir	wir	PRO	PPER	1|Pl|_|Nom	4	subj	_	(10)
4	kommen	kommen	V	VVFIN	1|Pl|Pres|_	2	cj	_	-
5	,	,	$,	$,	_	0	root	_	-
6	weil	weil	KOUS	KOUS	_	10	konj	_	-
7	die	die	ART	ART	Def|Fem|Nom|Sg	8	det	_	-
8	Atmosphäre	Atmosphäre	N	NN	Fem|Nom|Sg	10	subj	_	-
9	toll	toll	ADV	ADJD	Pos|	10	pred	_	-
10	ist	sein	V	VAFIN	3|Sg|Pres|Ind	4	neb	_	-
11	und	und	KON	KON	_	0	root	_	-
12	weil	weil	KOUS	KOUS	_	0	root	_	-
13	wir	wir	PRO	PPER	1|Pl|_|Nom	0	root	_	(10)
14	hier	hier	ADV	ADV	_	19	adv	_	-
15	viele	viele	ART	PIDAT	_|_|_	16	det	_	-
16	Bekannte	Bekannte	N	NN	_|_|_	19	obja	_	-
17	und	und	KON	KON	_	16	kon	_	-
18	Freunde	Freund	N	NN	Masc|_|Pl	17	cj	_	-
19	treffen	treffen	V	VVINF	_	0	root	_	-
20	“	“	$(	$(	_	0	root	_	-
21	,	,	$,	$,	_	0	root	_	-
22	sagt	sagen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	-
23	ein	eine	ART	ART	Indef|_|Nom|Sg	24	det	_	(13
24	Straßenmaler	Straßenmaler	N	NN	_|Nom|Sg	22	subj	_	13)
25	und	und	KON	KON	_	22	kon	_	-
26	malt	malen	V	VVFIN	_|_|Pres|Ind	25	cj	_	-
27	schnell	schnell	ADV	ADJD	Pos|	26	adv	_	-
28	weiter	weiter	ADV	ADV	_	26	adv	_	-
29	.	.	$.	$.	_	0	root	_	-

1	„	„	N	NE	_	0	root	_	(11)
2	Mein	meine	ART	PPOSAT	Neut|Nom|Sg	3	det	_	(13)
3	Bild	Bild	N	NN	Neut|Nom|Sg	4	subj	_	-
4	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	-
5	dieses	diese	ART	PDAT	Neut|_|Sg	6	det	_	(12
6	Jahr	Jahr	N	NN	Neut|_|Sg	7	grad	_	12)
7	sehr	sehr	ADV	ADV	_	8	adv	_	-
8	groß	groß	ADV	ADJD	Pos|	4	pred	_	-
9	,	,	$,	$,	_	0	root	_	-
10	circa	circa	ADV	ADV	_	11	adv	_	-
11	vier	vier	CARD	CARD	_	12	attr	_	-
12	Quadratmeter	Quadratmeter	N	NN	_|_|Pl	0	root	_	-
13	,	,	$,	$,	_	0	root	_	-
14	und	und	KON	KON	_	0	root	_	-
15	ich	ich	PRO	PPER	1|Sg|_|Nom	16	subj	_	(13)
16	muss	müssen	V	VMFIN	1|Sg|Pres|Ind	14	cj	_	-
17	am	an	PREP	APPRART	Dat	20	pp	_	-
18	Sonntag	Sonntag	N	NN	_|Dat|Sg	17	pn	_	(14)
19	fertig	fertig	ADV	ADJD	Pos|	20	pred	_	-
20	sein	sein	V	VAINF	_	16	aux	_	-
21	.	.	$.	$.	_	0	root	_	-
22	“	“	$(	$(	_	0	root	_	-
23	Dann	dann	ADV	ADV	_	24	adv	_	-
24	geht	gehen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	-
25	es	es	PRO	PPER	3|Sg|Neut|Nom	24	subj	_	-
26	wieder	wieder	ADV	ADV	_	24	adv	_	-
27	zurück	zurück	ADV	ADV	_	24	adv	_	-
28	nach	nach	PREP	APPR	Dat	24	pp	_	-
29	Hause	Haus	N	NN	Neut|Dat|Sg	28	pn	_	(15)
30	.	.	$.	$.	_	0	root	_	-

1	Nur	nur	ADV	ADV	_	4	adv	_	-
2	die	die	ART	ART	Def|_|Nom|Pl	3	det	_	(3
3	Bilder	Bild	N	NN	_|Nom|Pl	4	pred	_	3)
4	bleiben	bleiben	V	VVINF	_	0	root	_	-
5	.	.	$.	$.	_	0	root	_	-

1	Weil	weil	KOUS	KOUS	_	5	konj	_	-
2	sie	sie	PRO	PPER	3|Pl|_|Nom	5	subj	_	(3)
3	speziell	speziell	ADV	ADJD	Pos|	4	adv	_	-
4	bearbeitet	bearbeiten	V	VVPP	_	5	aux	_	-
5	sind	sein	V	VAFIN	3|Pl|Pres|Ind	7	neb	_	-
6	,	,	$,	$,	_	0	root	_	-
7	kann	können	V	VMFIN	3|Sg|Pres|Ind	0	root	_	-
8	man	man	PRO	PIS	_|Nom|Sg	7	subj	_	-
9	sie	sie	PRO	PPER	3|_|_|_	13	obja	_	(3)
10	noch	noch	ADV	ADV	_	13	adv	_	-
11	mehrere	mehrere	ART	PIAT	Fem|_|Pl	12	det	_	-
12	Wochen	Woche	N	NN	Fem|_|Pl	13	zeit	_	-
13	sehen	sehen	V	VVINF	_	7	aux	_	-
14	.	.	$.	$.	_	0	root	_	-

1	Doch	doch	KON	KON	_	0	root	_	-
2	irgendwann	irgendwann	ADV	ADV	_	3	adv	_	-
3	verschwinden	verschwinden	V	VVFIN	3|Pl|Pres|_	1	cj	_	-
4	auch	auch	ADV	ADV	_	5	adv	_	-
5	sie	sie	PRO	PPER	3|Pl|_|Nom	3	subj	_	(3)
6	,	,	$,	$,	_	0	root	_	-
7	weil	weil	KOUS	KOUS	_	10	konj	_	-
8	es	es	PRO	PPER	3|Sg|Neut|Nom	10	subj	_	-
9	geregnet	regnen	V	VVPP	_	10	aux	_	-
10	hat	haben	V	VAFIN	3|Sg|Pres|Ind	3	neb	_	-
11	und	und	KON	KON	_	10	kon	_	-
12	viele	viele	ART	PIDAT	_|Nom|Pl	13	det	_	-
13	Leute	Leute	N	NN	_|Nom|Pl	16	subj	_	-
14	darüber	darüber	PROAV	PROAV	_	15	objp	_	-
15	gegangen	gehen	V	VVPP	_	16	aux	_	-
16	sind	sein	V	VAFIN	3|Pl|Pres|Ind	11	cj	_	-
17	–	–	$(	$(	_	0	root	_	-
18	bis	bis	PREP	APPR	Acc	0	root	_	-
19	zum	zu	PREP	APPRART	Dat	18	pp	_	-
20	nächsten	nah	ADJA	ADJA	_|Neut|Dat|Sg|Wk|	21	attr	_	-
21	Jahr	Jahr	N	NN	Neut|Dat|Sg	19	pn	_	-
22	,	,	$,	$,	_	0	root	_	-
23	wenn	wenn	KOUS	KOUS	_	32	konj	_	-
24	die	die	ART	ART	Def|_|Nom|Pl	25	det	_	(2
25	Maler	Maler	N	NN	_|Nom|Pl	32	subj	_	2)
26	wieder	wieder	ADV	ADV	_	32	adv	_	-
27	mit	mit	PREP	APPR	Dat	32	pp	_	-
28	ihren	ihre	ART	PPOSAT	_|Dat|_	29	det	_	(2)
29	Kreiden	Kreide	N	NN	_|Dat|_	27	pn	_	-
30	nach	nach	PREP	APPR	Dat	32	pp	_	-
31	Geldern	Geld	N	NN	_|Dat|_	30	pn	_	(6)
32	kommen	kommen	V	VVFIN	3|Pl|Pres|_	0	root	_	-
33	und	und	KON	KON	_	0	root	_	-
34	neue	neu	ADJA	ADJA	Pos|_|_|_|_|	35	attr	_	-
35	Bilder	Bild	N	NN	_|_|_	36	obja	_	-
36	malen	malen	V	VVINF	_	33	cj	_	-
37	.	.	$.	$.	_	0	root	_	-

