1	„	„	N	NE	_|Nom|Pl	3	subj	_	-
1	Eier	Ei	N	NN	Neut|Nom|Pl	2	subj	_	-
2	sind	sein	V	VAFIN	3|Pl|Pres|Ind	0	root	_	-
3	im	in	PREP	APPRART	Dat	2	pp	_	-
4	Sonderangebot	Sonderangebot	N	NN	_|Dat|Sg	3	pn	_	-
5	.	.	$.	$.	_	0	root	_	-

1	Also	also	ADV	ADV	_	2	adv	_	-
2	nehme	nehmen	V	VVFIN	1|Sg|Pres|_	0	root	_	-
3	ich	ich	PRO	PPER	1|Sg|_|Nom	2	subj	_	(1)
4	noch	noch	ADV	ADV	_	2	adv	_	-
5	10	10	CARD	CARD	_	6	attr	_	-
6	Eier	Ei	N	NN	Neut|_|Pl	2	obja	_	-
7	mit	mit	PTKVZ	PTKVZ	_	2	avz	_	-
8	.	.	$.	$.	_	0	root	_	-

1	Kaffee	Kaffee	N	NN	_|Nom|Sg	2	subj	_	-
2	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	-
3	auch	auch	ADV	ADV	_	2	adv	_	-
4	nicht	nicht	PTKNEG	PTKNEG	_	2	adv	_	-
5	mehr	mehr	ADV	ADV	_	4	adv	_	-
6	da	da	PTKVZ	PTKVZ	_	2	avz	_	-
7	.	.	$.	$.	_	0	root	_	-

1	Ich	ich	PRO	PPER	1|Sg|_|Nom	2	subj	_	(1)
2	kaufe	kaufen	V	VVFIN	1|Sg|Pres|_	0	root	_	-
3	2	2	CARD	CARD	_	4	attr	_	-
4	Packungen	Packung	N	NN	Fem|_|Pl	2	obja	_	-
5	.	.	$.	$.	_	0	root	_	-

1	Das	die	ART	ART	Def|Neut|Nom|Sg	2	det	_	-
2	Brot	Brot	N	NN	Neut|Nom|Sg	3	subj	_	-
3	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	-
4	nicht	nicht	PTKNEG	PTKNEG	_	3	adv	_	-
5	schön	schön	ADV	ADJD	Pos|	3	pred	_	-
6	.	.	$.	$.	_	0	root	_	-

1	Das	die	PRO	PDS	Neut|_|Sg	2	obja	_	-
2	nehme	nehmen	V	VVFIN	1|Sg|Pres|_	0	root	_	-
3	ich	ich	PRO	PPER	1|Sg|_|Nom	2	subj	_	(1)
4	nicht	nicht	PTKNEG	PTKNEG	_	2	adv	_	-
5	.	.	$.	$.	_	0	root	_	-

1	Aber	aber	KON	KON	_	0	root	_	-
2	Kuchen	Kuchen	N	NN	Masc|Nom|Sg	3	subj	_	-
3	ist	sein	V	VAFIN	3|Sg|Pres|Ind	1	cj	_	-
4	gut	gut	ADV	ADJD	Pos|	3	pred	_	-
5	.	.	$.	$.	_	0	root	_	-

1	Nein	nein	PTKANT	PTKANT	_	0	root	_	-
2	,	,	$,	$,	_	0	root	_	-
3	nicht	nicht	PTKNEG	PTKNEG	_	4	adv	_	-
4	Kuchen	Kuchen	N	NN	Masc|_|_	0	root	_	-
5	.	.	$.	$.	_	0	root	_	-

1	Ich	ich	PRO	PPER	1|Sg|_|Nom	2	subj	_	(1)
2	kaufe	kaufen	V	VVFIN	1|Sg|Pres|_	0	root	_	-
3	lieber	lieb	ADV	ADJD	Comp|	2	adv	_	-
4	Schokolade	Schokolade	N	NN	Fem|_|Sg	2	obja	_	-
5	für	für	PREP	APPR	Acc	2	pp	_	-
6	49	49	CARD	CARD	_	7	attr	_	-
7	Cent	Cent	N	NN	Masc|Acc|Pl	5	pn	_	-
8	.	.	$.	$.	_	0	root	_	-

1	Das	die	PRO	PDS	Neut|Nom|Sg	2	subj	_	-
2	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	-
3	ein	eine	ART	ART	Indef|_|Nom|Sg	4	det	_	-
4	Sonderangebot	Sonderangebot	N	NN	_|Nom|Sg	2	pred	_	-
5	.	.	$.	$.	_	0	root	_	-

1	So	so	ADV	ADV	_	0	root	_	-
2	,	,	$,	$,	_	0	root	_	-
3	da	da	ADV	ADV	_	4	adv	_	-
4	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	-
5	das	die	ART	ART	Def|Neut|Nom|Sg	6	det	_	-
6	Mineralwasser	Mineralwasser	N	NN	Neut|Nom|Sg	4	subj	_	-
7	.	.	$.	$.	_	0	root	_	-

1	Ich	ich	PRO	PPER	1|Sg|_|Nom	2	subj	_	(1)
2	brauche	brauchen	V	VVFIN	1|Sg|Pres|_	0	root	_	-
3	3	3	CARD	CARD	_	4	attr	_	-
4	Flaschen	Flasche	N	NN	Fem|_|Pl	2	obja	_	-
5	und	und	KON	KON	_	4	kon	_	-
6	dann	dann	ADV	ADV	_	9	adv	_	-
7	noch	noch	ADV	ADV	_	9	adv	_	-
8	2	2	CARD	CARD	_	9	attr	_	-
9	Flaschen	Flasche	N	NN	Masc|_|Sg	5	cj	_	-
10	Orangensaft	Orangensaft	N	NN	Masc|_|Sg	9	app	_	-
11	.	.	$.	$.	_	0	root	_	-

1	Aber	aber	KON	KON	_	0	root	_	-
2	hier	hier	ADV	ADV	_	3	adv	_	-
3	ist	sein	V	VAFIN	3|Sg|Pres|Ind	1	cj	_	-
4	kein	keine	ART	PIAT	Masc|Nom|Sg	5	det	_	-
5	Orangensaft	Orangensaft	N	NN	Masc|Nom|Sg	3	subj	_	-
6	.	.	$.	$.	_	0	root	_	-

1	Ach	ach	ITJ	ITJ	_	0	root	_	-
2	,	,	$,	$,	_	0	root	_	-
3	dann	dann	ADV	ADV	_	4	adv	_	-
4	nehme	nehmen	V	VVFIN	1|Sg|Pres|_	0	root	_	-
5	ich	ich	PRO	PPER	1|Sg|_|Nom	4	subj	_	(1)
6	nur	nur	ADV	ADV	_	4	adv	_	-
7	Mineralwasser	Mineralwasser	N	NN	Neut|_|_	4	obja	_	-
8	,	,	$,	$,	_	0	root	_	-
9	eine	eine	ART	ART	Indef|Fem|_|Sg	10	det	_	-
10	Flasche	Flasche	N	NN	Masc|_|Sg	12	obja	_	-
11	Orangensaft	Orangensaft	N	NN	Masc|_|Sg	10	app	_	-
12	habe	haben	V	VAFIN	1|Sg|Pres|_	4	kon	_	-
13	ich	ich	PRO	PPER	1|Sg|_|Nom	12	subj	_	(1)
14	ja	ja	ADV	ADV	_	12	adv	_	-
15	noch	noch	ADV	ADV	_	12	adv	_	-
16	zu	zu	PREP	APPR	Dat	12	pp	_	-
17	Hause	Haus	N	NN	Neut|Dat|Sg	16	pn	_	-
18	.	.	$.	$.	_	0	root	_	-

1	So	so	ADV	ADV	_	0	root	_	-
2	,	,	$,	$,	_	0	root	_	-
3	jetzt	jetzt	ADV	ADV	_	4	adv	_	-
4	habe	haben	V	VAFIN	1|Sg|Pres|_	0	root	_	-
5	ich	ich	PRO	PPER	1|Sg|_|Nom	4	subj	_	(1)
6	aber	aber	ADV	ADV	_	4	adv	_	-
7	alles	alle	PRO	PIS	_|_|Sg	4	obja	_	-
8	.	.	$.	$.	_	0	root	_	-

1	Ach	ach	ITJ	ITJ	_	0	root	_	-
2	nein	nein	PTKANT	PTKANT	_	0	root	_	-
3	,	,	$,	$,	_	0	root	_	-
4	ich	ich	PRO	PPER	1|Sg|_|Nom	5	subj	_	(1)
5	brauche	brauchen	V	VVFIN	1|Sg|Pres|_	0	root	_	-
6	noch	noch	ADV	ADV	_	5	adv	_	-
7	Milch	Milch	N	NN	Fem|_|Sg	5	obja	_	-
8	,	,	$,	$,	_	0	root	_	-
9	zwei	zwei	CARD	CARD	_	10	attr	_	-
10	Liter	Liter	N	NN	Fem|_|Pl	7	app	_	-
11	Milch	Milch	N	NN	Fem|_|Sg	10	app	_	-
12	.	.	$.	$.	_	0	root	_	-

1	Jetzt	jetzt	ADV	ADV	_	3	adv	_	-
2	aber	aber	ADV	ADV	_	3	adv	_	-
3	zur	zu	PREP	APPRART	Dat	0	root	_	-
4	Kasse	Kasse	N	NN	Fem|Dat|Sg	3	pn	_	-
5	!	!	$.	$.	_	0	root	_	-
6	“	“	$(	$(	_	0	root	_	-

