1	Es	es	P	PPER	3|Sg|Neut|_	0	root	_	_
17	›	›	F	FM	_	16	app	_	_
18	Da	Da	K	KOUS	_	0	root	_	_
19	hamm	hamm	A	ADJA	_|Neut|_|_|_	20	attr	_	_
20	S	S	N	NN	Neut|_|_	0	root	_	_
21	'	'	$	$(	_	0	root	_	_
22	recht	recht	A	ADJD	Pos|	0	root	_	_
23	‹	‹	F	FM	_	0	root	_	_
24	,	,	$	$,	_	0	root	_	_
25	sag	sag	N	NE	_	0	root	51	51
26	i	i	P	PTKVZ	_	0	root	_	_
27	,	,	$	$,	_	0	root	_	_
28	›	›	F	FM	_	0	root	_	_
29	am	an	P	APPRART	Dat	28	pp	_	_
30	Oktoberfest	Oktoberfest	N	NN	Neut|Dat|Sg	29	pn	_	_
31	is	is	F	FM	Neut|Dat|Sg	30	app	_	_
32	lusti	lusti	F	FM	Neut|Dat|Sg	31	app	_	_
33	.	.	$	$.	_	0	root	_	_
34	‹	‹	F	FM	_	0	root	_	_
35	Und	und	K	KON	_	34	kon	_	_
36	z	z	N	NN	_	35	cj	_	_
37	'	'	$	$(	_	0	root	_	_
38	sammpackt	sammpackt	F	FM	_	36	app	_	_
39	hamm	hamm	F	FM	_	38	app	_	_
40	ma	ma	F	FM	_	39	app	_	_
41	und	und	K	KON	_	40	kon	_	_
42	san	san	N	NE	_	41	cj	391	391
43	hoam	hoam	N	NE	_	42	app	391	391
44	.	.	$	$.	_	0	root	_	_
45	«	«	$	$(	_	0	root	_	_

1	Festl	Festl	N	NE	_|Nom|Sg	2	subj	42	42
2	lachte	lachen	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	in	in	P	APPR	Dat	2	pp	_	_
4	der	die	A	ART	Def|Fem|Dat|Sg	5	det	_	_
5	Erinnerung	Erinnerung	N	NN	Fem|Dat|Sg	3	pn	_	_
6	an	an	P	APPR	_	5	pp	_	_
7	seinen	seine	A	PPOSAT	_|_|Sg	8	det	42	42
8	Jagdkavalier	Jagdkavalier	N	NN	_|_|Sg	6	pn	_	_
9	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	›	›	F	FM	_	0	root	_	_
3	Was	Was	F	FM	_	2	app	_	_
4	habts	habts	F	FM	_	3	app	_	_
5	denn	denn	A	ADV	_	12	adv	52	52
6	ihr	ihre	A	PPOSAT	_|_|Sg	12	det	52	52
7	für	für	P	APPR	Acc	12	pp	_	_
8	Viecher	Viech	N	NN	Neut|Acc|Pl	7	pn	_	_
9	da	da	A	ADV	_	10	adv	_	_
10	herob	herob	C	CARD	_	8	app	_	_
11	'	'	$	$(	_	0	root	_	_
12	n	n	N	NN	_|_|Sg	0	root	_	_
13	?	?	$	$.	_	0	root	_	_
14	‹	‹	F	FM	_	15	obja	_	_
15	schreit	schreien	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
16	er	er	P	PPER	3|Sg|Masc|Nom	15	subj	52	52
17	.	.	$	$.	_	0	root	_	_

1	›	›	V	VVFIN	_	0	root	_	_
2	Ich	ich	P	PPER	1|Sg|_|Nom	3	subj	50	50
3	fahr	fahr	V	VVFIN	1|Sg|_|_	0	root	_	_
4	ins	in	P	APPRART	Acc	3	pp	_	_
5	Oktoberfest	Oktoberfest	N	NN	Neut|Acc|Sg	4	pn	53	53
6	.	.	$	$.	_	0	root	_	_
7	‹	‹	F	FM	_	0	root	_	_
8	Ja	ja	P	PTKANT	_	0	root	_	_
9	...	...	$	$.	_	0	root	_	_
10	ja	ja	A	ADV	_	0	root	_	_
11	...	...	$	$.	_	0	root	_	_
12	i	i	F	FM	_|Nom|Sg	19	subj	_	_
13	hab	hab	F	FM	_|Nom|Sg	12	app	_	_
14	ziemli	ziemli	F	FM	_|Nom|Sg	13	app	_	_
15	oa	oa	F	FM	_|Nom|Sg	14	app	_	_
16	kenna	kenna	F	FM	_|Nom|Sg	15	app	_	_
17	g	g	F	FM	_|Nom|Sg	16	app	_	_
18	'	'	$	$(	_	0	root	_	_
19	lernt	lernen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
20	,	,	$	$,	_	0	root	_	_
21	hamm	hamm	F	FM	_	0	root	_	_
22	si	si	F	FM	_	21	app	_	_
23	Jaga	Jaga	F	FM	_	22	app	_	_
24	g	g	F	FM	_	23	app	_	_
25	'	'	$	$(	_	0	root	_	_
26	hoaß	hoaß	F	FM	_	24	app	_	_
27	'	'	$	$(	_	0	root	_	_
28	n	n	N	NN	_	26	app	_	_
29	und	und	K	KON	_	28	kon	_	_
30	san	san	N	NE	_	29	cj	43	43
31	koa	koa	F	FM	_	30	app	43	43
32	g	g	F	FM	_	31	app	43	43
33	'	'	$	$(	_	0	root	_	_
34	wen	wer	P	PWS	_|Acc|Sg	0	root	_	_
35	.	.	$	$.	_	0	root	_	_
36	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	I	I	F	FM	_	0	root	_	_
3	ko	ko	F	FM	_	2	app	_	_
4	den	die	A	ART	Def|_|_|_	5	det	_	_
5	mein	mein	N	NN	_|_|_	0	root	_	_
6	'	'	$	$(	_	0	root	_	_
7	aa	aa	F	FM	_|_|_	5	app	_	_
8	net	net	F	FM	_|_|_	7	app	_	_
9	lob	lob	F	FM	_|_|_	8	app	_	_
10	'	'	$	$(	_	0	root	_	_
11	n	n	N	NN	_|_|_	9	app	_	_
12	«	«	$	$(	_	0	root	_	_
13	,	,	$	$,	_	0	root	_	_
14	sagte	sagen	V	VVFIN	3|Sg|Past|_	0	root	_	_
15	Loisl	Loisl	N	NE	_|Nom|Sg	14	subj	11	11
16	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Woaß	Woaß	N	NE	_	0	root	54	54
3	da	da	A	ADV	_	2	adv	54	54
4	Deifi	Deifi	N	NE	Neut|Acc|Sg	2	app	54	54
5	,	,	$	$,	_	0	root	54	54
6	an	an	P	APPR	Acc	10	objp	54	54
7	was	was	P	PRELS	Neut|Acc|Sg	6	pn	54	54
8	der	die	A	ART	Def|Masc|Nom|Sg	9	det	55	55
9	oiwei	oiwei	N	NN	Masc|Nom|Sg	10	subj	55	55
10	denkt	denken	V	VVFIN	3|Sg|Pres|Ind	4	rel	_	_
11	,	,	$	$,	_	0	root	_	_
12	wenn	wenn	K	KOUS	_	18	konj	_	_
13	er	er	P	PPER	3|Sg|Masc|Nom	18	subj	55	55
14	hinter	hinter	P	APPR	Dat	18	pp	_	_
15	mir	ich	P	PRF	1|Sg|Dat	14	pn	_	_
16	drei	drei	C	CARD	_	18	obja	_	_
17	'	'	$	$(	_	0	root	_	_
18	tappt	tappen	V	VVFIN	3|Sg|Pres|Ind	10	neb	_	_
19	.	.	$	$.	_	0	root	_	_

1	Siecht	siechen	V	VVFIN	3|Sg|Pres|Ind	4	neb	_	_
2	nix	nix	P	PIS	_|Nom|Sg	1	subj	_	_
3	,	,	$	$,	_	0	root	_	_
4	hört	hören	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
5	nix	nix	P	PIS	_|Nom|Sg	4	subj	_	_
6	,	,	$	$,	_	0	root	_	_
7	spannt	spannen	V	VVFIN	_|_|_|Ind	4	kon	_	_
8	nix	nix	P	PIS	_	7	obja	_	_
9	.	.	$	$.	_	0	root	_	_

1	Amal	Amal	N	NE	_	0	root	474	474
2	,	,	$	$,	_	0	root	474	474
3	im	in	P	APPRART	Dat	8	pp	474	474
4	Rießergrab	Rießergrab	N	NN	_|Dat|_	3	pn	474	474
5	'	'	$	$(	_	0	root	474	474
6	n	n	F	FM	_|Dat|_	4	app	474	474
7	is	is	F	FM	_|Dat|_	6	app	474	474
8	g	g	F	FM	_	1	app	474	474
9	'	'	$	$(	_	0	root	_	_
10	wen	wer	P	PWS	_|Acc|Sg	0	root	_	_
11	,	,	$	$,	_	0	root	_	_
12	steht	stehen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
13	a	a	N	NN	_|Nom|Sg	12	subj	56	56
14	Hirsch	Hirsch	N	NE	_|Nom|Sg	13	app	56	56
15	da	da	P	PTKVZ	_	12	avz	_	_
16	,	,	$	$,	_	0	root	_	_
17	auf	auf	P	APPR	_	12	pp	_	_
18	koane	koane	N	NE	Masc|_|Pl	17	pn	_	_
19	hundert	hundert	C	CARD	_	20	attr	_	_
20	Schritt	Schritt	N	NN	Masc|_|Pl	18	app	_	_
21	.	.	$	$.	_	0	root	_	_

1	›	›	F	FM	_	0	root	_	_
2	Ssst	Ssst	F	FM	_	1	app	_	_
3	!	!	$	$.	_	0	root	_	_
4	‹	‹	F	FM	_	0	root	_	_
5	...	...	$	$.	_	0	root	_	_
6	mach	machen	V	VVIMP	Sg	0	root	_	_
7	i	i	A	ADJD	_	6	pred	_	_
8	...	...	$	$.	_	0	root	_	_
9	›	›	F	FM	_	0	root	_	_
10	da	da	F	FM	_	9	app	_	_
11	drent	drent	F	FM	_	10	app	_	_
12	‹	‹	F	FM	_	11	app	_	_
13	,	,	$	$,	_	0	root	_	_
14	sag	sag	N	NE	_	0	root	_	_
15	i	i	P	PTKVZ	_	0	root	_	_
16	,	,	$	$,	_	0	root	_	_
17	›	›	F	FM	Neut|_|_	0	root	_	_
18	sehg	sehg	F	FM	Neut|_|_	17	app	_	_
19	'	'	$	$(	_	0	root	_	_
20	n	n	N	NN	Neut|_|_	18	app	_	_
21	S	S	N	NN	Neut|_|_	20	app	_	_
22	'	'	$	$(	_	0	root	_	_
23	n	n	N	NN	Neut|_|_	21	app	_	_
24	denn	denn	A	ADV	_	23	adv	_	_
25	net	net	A	ADV	_	23	adv	_	_
26	?	?	$	$.	_	0	root	_	_
27	‹	‹	F	FM	_	0	root	_	_
28	›	›	F	FM	_	27	app	_	_
29	Wo	Wo	P	PWAV	_	0	root	_	_
30	?	?	$	$.	_	0	root	_	_
31	‹	‹	F	FM	_	32	obja	_	_
32	plärrt	plärren	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
33	er	er	P	PPER	3|Sg|Masc|Nom	32	subj	56	56
34	ganz	ganz	A	ADV	_	35	adv	_	_
35	laut	laut	A	ADJD	Pos|	32	adv	_	_
36	und	und	K	KON	_	32	kon	_	_
37	wischt	wischen	V	VVFIN	_|_|Pres|Ind	36	cj	_	_
38	si	si	N	NE	_	37	obja	48	48
39	mit	mit	A	ADV	_	37	adv	_	_
40	an	an	P	PTKVZ	_	37	avz	_	_
41	weiß	wissen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
42	'	'	$	$(	_	0	root	_	_
43	n	n	N	NN	_|Nom|Sg	41	subj	_	_
44	Sacktüachl	Sacktüachl	N	NE	_|Nom|Sg	43	app	_	_
45	an	an	P	APPR	_	41	pp	_	_
46	Kopf	Kopf	N	NN	Masc|_|Sg	45	pn	378	378
47	ab	ab	P	PTKVZ	_	41	avz	_	_
48	.	.	$	$.	_	0	root	_	_

1	Dös	Dös	N	NE	_|Dat|_	2	objd	57	57
2	laßt	laßt	V	VVFIN	_	8	s	_	_
3	si	si	F	FM	_	2	obja	_	_
4	denk	denk	F	FM	_	3	app	_	_
5	'	'	$	$(	_	0	root	_	_
6	n	n	N	NN	_	4	app	_	_
7	,	,	$	$,	_	0	root	_	_
8	wia	wia	V	VVFIN	_|Sg|_|_	0	root	_	_
9	der	die	A	ART	Def|Masc|Nom|Sg	10	det	_	_
10	Hirsch	Hirsch	N	NN	Masc|Nom|Sg	8	subj	_	_
11	z	z	N	NN	Masc|Nom|Sg	10	app	_	_
12	'	'	$	$(	_	0	root	_	_
13	sammpackt	sammpackt	N	NE	Masc|Nom|Sg	11	app	_	_
14	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
15	.	.	$	$.	_	0	root	_	_
16	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Müaß	Müaß	N	NE	_	0	root	_	_
3	'	'	$	$(	_	0	root	_	_
4	n	n	N	NN	_	2	app	_	_
5	halt	halt	A	ADV	_	4	adv	_	_
6	viel	viel	P	PIS	_	7	obja	_	_
7	schwitzen	schwitzen	V	VVINF	_	0	root	_	_
8	«	«	$	$(	_	0	root	_	_
9	,	,	$	$,	_	0	root	_	_
10	sagte	sagen	V	VVFIN	3|Sg|Past|_	0	root	_	_
11	Festl	Festl	N	NE	_|Nom|Sg	10	subj	42	42
12	lachend	lachen	A	ADJD	_|<PPRES	10	adv	_	_
13	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	De	De	F	FM	_	0	root	_	_
3	Herrn	Herrn	F	FM	_	2	app	_	_
4	ess	ess	F	FM	_	3	app	_	_
5	'	'	$	$(	_	0	root	_	_
6	n	n	F	FM	_	4	app	_	_
7	guat	guat	F	FM	_	6	app	_	_
8	.	.	$	$.	_	0	root	_	_

1	Und	und	K	KON	_	0	root	_	_
2	heut	heut	A	ADJD	Pos|	3	adv	_	_
3	geht	gehen	V	VVFIN	3|Sg|Pres|Ind	1	cj	_	_
4	er	er	P	PPER	3|Sg|Masc|Nom	3	subj	42	42
5	net	net	A	ADV	_	6	adv	_	_
6	außi	außi	V	VVINF	_	3	obji	_	_
7	?	?	$	$.	_	0	root	_	_

1	I	I	F	FM	_	0	root	_	_
2	moan	moan	F	FM	_	1	app	_	_
3	oiwei	oiwei	F	FM	Masc|Nom|Sg	2	app	_	_
4	,	,	$	$,	_	0	root	_	_
5	der	die	P	PRELS	Masc|Nom|Sg	6	subj	_	_
6	treibt	treiben	V	VVFIN	3|Sg|Pres|Ind	3	rel	_	_
7	selm	selm	F	FM	_	6	obja	_	_
8	a	a	F	FM	_	7	app	_	_
9	weng	weng	F	FM	_	8	app	_	_
10	.	.	$	$.	_	0	root	_	_

1	Gestern	gestern	A	ADV	_	2	adv	_	_
2	is	is	V	VVFIN	3|Sg|_|_	0	root	_	_
3	er	er	P	PPER	3|Sg|Masc|Nom	2	subj	_	_
4	vorbeikemma	vorbeikemma	V	VVINF	_	0	root	_	_
5	;	;	$	$.	_	0	root	_	_
6	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
7	a	a	F	FM	Neut|Nom|Sg	6	subj	_	_
8	sauberne	sauberne	F	FM	Neut|Nom|_	7	app	_	_
9	G	G	N	NN	Neut|Nom|_	8	app	_	_
10	'	'	$	$(	_	0	root	_	_
11	sellin	sellin	N	NE	Neut|Nom|_	9	app	_	_
12	bei	bei	P	APPR	Dat	6	pp	_	_
13	eahm	eahm	A	ADJA	_	14	attr	_	_
14	g	g	N	NN	_|Dat|_	12	pn	_	_
15	'	'	$	$(	_	0	root	_	_
16	habt	haben	V	VAFIN	2|Pl|Pres|Ind	0	root	_	_
17	.	.	$	$.	_	0	root	_	_
18	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Dös	Dös	N	NE	_	0	root	57	57
3	werd	werd	F	FM	_	2	app	57	57
4	scho	scho	F	FM	_	3	app	57	57
5	de	de	F	FM	_	4	app	57	57
6	vom	von	P	APPRART	Dat	4	pp	57	57
7	Theata	Theata	F	FM	_|Dat|_	6	pn	57	57
8	g	g	F	FM	_|Dat|_	7	app	57	57
9	'	'	$	$(	_	0	root	_	_
10	wen	wer	P	PWS	_|Acc|Sg	11	obja	_	_
11	sei	sein	V	VAFIN	_|Sg|Pres|Subj	0	root	_	_
12	;	;	$	$.	_	0	root	_	_
13	de	de	N	NE	_|Nom|Sg	14	subj	58	58
14	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
15	aa	aa	A	ADJD	_	14	pred	_	_
16	auf	auf	P	APPR	_	14	pp	_	_
17	da	da	A	ADV	_	18	adv	_	_
18	Hütt	Hütt	N	NN	_|_|_	16	pn	_	_
19	'	'	$	$(	_	0	root	_	_
20	n	n	F	FM	_|_|_	18	app	_	_
21	drob	drob	F	FM	_|_|_	20	app	_	_
22	'	'	$	$(	_	0	root	_	_
23	n	n	N	NN	_|_|_	21	app	_	_
24	mit	mit	P	APPR	Dat	14	pp	_	_
25	eahm	eahm	N	NE	_|Dat|_	24	pn	473	473
26	.	.	$	$.	_	0	root	_	_

1	Wia	Wia	N	NE	_|Nom|Sg	13	subj	45	45
2	ma	ma	F	FM	_|Nom|Sg	1	app	45	45
3	no	no	F	FM	_|Nom|Sg	2	app	45	45
4	zweg	zweg	F	FM	_|Nom|Sg	3	app	45	45
5	'	'	$	$(	_	0	root	45	45
6	n	n	N	NN	_|Nom|Sg	4	app	45	45
7	an	an	P	APPR	_	6	pp	45	45
8	Weibsbild	Weibsbild	N	NN	Fem|_|Sg	7	pn	45	45
9	d	d	F	FM	Fem|_|Sg	8	app	45	45
10	'	'	$	$(	_	0	root	45	45
11	Jagd	Jagd	N	NN	Fem|_|Sg	9	app	45	45
12	versamma	versamma	V	VVINF	_	13	aux	_	_
13	mag	mögen	V	VMFIN	3|Sg|Pres|Ind	0	root	_	_
14	?	?	$	$.	_	0	root	_	_
15	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Sag	Sag	N	NE	_	0	root	114	114
3	dös	dös	F	FM	_	2	app	114	114
4	net	net	F	FM	_	3	app	114	114
5	,	,	$	$,	_	0	root	114	114
6	Loisl	Loisl	N	NE	_	4	app	114	114
7	!	!	$	$.	_	0	root	_	_

1	Dös	Dös	N	NE	_|Dat|_	11	objd	_	_
2	ko	ko	N	NE	_|Dat|_	1	app	_	_
3	sogar	sogar	A	ADV	_	2	adv	_	_
4	unseroan	unseroan	F	FM	_|Dat|_	2	app	_	_
5	passier	passier	F	FM	_|Dat|_	4	app	_	_
6	'	'	$	$(	_	0	root	_	_
7	n.	n.	F	FM	_|Dat|_	5	app	_	_
8	«	«	F	FM	_|Dat|_	7	app	_	_

1	»	»	$	$(	_	0	root	_	_
2	Mir	ich	P	PPER	1|Sg|_|Dat	0	root	42	42
3	net	net	A	ADV	_	2	adv	_	_
4	.	.	$	$.	_	0	root	_	_
5	«	«	$	$(	_	0	root	_	_

1	Festl	Festl	N	NE	_|Nom|Sg	2	subj	42	42
2	schaute	schauen	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	den	die	A	ART	Def|_|_|_	5	det	_	_
4	stattlichen	stattlich	A	ADJA	Pos|_|_|_|_|	5	attr	_	_
5	Burschen	Bursche	N	NN	_|_|_	2	obja	_	_
6	lächelnd	lächeln	A	ADJD	_|<PPRES	2	adv	_	_
7	an	an	P	PTKVZ	_	2	avz	_	_
8	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	No	No	F	FM	_	0	root	_	_
3	ja	ja	A	ADV	_	10	adv	_	_
4	«	«	$	$(	_	0	root	_	_
5	,	,	$	$,	_	0	root	_	_
6	sagte	sagen	V	VVFIN	3|Sg|Past|_	3	par	_	_
7	er	er	P	PPER	3|Sg|Masc|Nom	6	subj	42	42
8	,	,	$	$,	_	0	root	_	_
9	»	»	$	$(	_	0	root	_	_
10	du	du	P	PPER	2|Sg|_|Nom	0	root	60	60
11	werst	werst	C	CARD	_	10	app	_	_
12	net	net	A	ADV	_	13	adv	_	_
13	lang	lang	A	ADJD	Pos|	14	adv	_	_
14	betteln	betteln	V	VVFIN	3|Pl|Pres|_	0	root	_	_
15	braucha	braucha	N	NE	_|Nom|Pl	14	subj	_	_
16	bei	bei	P	APPR	Dat	14	pp	_	_
17	de	de	N	NE	_|Dat|_	16	pn	464	464
18	Weibaleut	Weibaleut	N	NE	_|Dat|_	17	app	464	464
19	,	,	$	$,	_	0	root	_	_
20	und	und	K	KON	_	16	kon	_	_
21	mit	mit	P	APPR	Dat	20	cj	_	_
22	dem	die	A	ART	Def|_|Dat|Sg	23	det	_	_
23	versammt	versammt	F	FM	_|Dat|Sg	21	pn	_	_
24	ma	ma	F	FM	_|Dat|Sg	23	app	_	_
25	oft	oft	A	ADV	_	14	adv	_	_
26	de	de	A	ADJD	_	14	adv	_	_
27	längst	längst	A	ADV	_	14	adv	_	_
28	'	'	$	$(	_	0	root	_	_
29	Zeit	Zeit	N	NN	Fem|_|Sg	14	zeit	106	106
30	.	.	$	$.	_	0	root	_	_

1	Aba	Aba	N	NE	_|_|Sg	0	root	64	64
2	nur	nur	A	ADV	_	1	adv	64	64
3	nix	nix	F	FM	_|_|Sg	1	app	64	64
4	bered	bered	F	FM	_|_|Sg	3	app	64	64
5	'	'	$	$(	_	0	root	64	64
6	n	n	N	NN	_|_|Sg	4	app	64	64
7	!	!	$	$.	_	0	root	_	_

1	Mi	Mi	N	NN	Masc|Nom|Sg	2	subj	59	59
2	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
3	amal	amal	A	ADJD	_	2	adv	_	_
4	auf	auf	P	APPR	_	0	root	_	_
5	da	da	K	KOUS	_	15	konj	_	_
6	Kothalm	Kothalm	N	NN	Fem|_|Sg	15	obja	770	770
7	a	a	F	FM	Fem|_|Sg	6	app	770	770
8	Sennerin	Sennerin	N	NN	Fem|_|Sg	7	app	770	770
9	um	um	P	APPR	Acc	15	pp	_	_
10	mein	meine	A	PPOSAT	Neut|Acc|Sg	13	det	56	56
11	best	gut	A	ADJD	Sup|	13	adv	62)	62)
12	'	'	$	$(	_	0	root	62)	62)
13	n	n	N	NN	Neut|Acc|Sg	9	pn	62)	62)
14	Hirsch	Hirsch	N	NE	Neut|Acc|Sg	13	app	56	56
15	bracht	brechen	V	VVFIN	2|Pl|Past|Ind	0	root	_	_
16	.	.	$	$.	_	0	root	_	_
17	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Dös	Dös	N	NE	_	0	root	57	57
3	hätt	hätt	F	FM	_	2	app	57	57
4	i	i	F	FM	_	3	app	57	57
5	net	net	F	FM	_	4	app	57	57
6	glaabt	glaabt	F	FM	_	5	app	57	57
7	vo	vo	F	FM	_	6	app	57	57
8	dir	du	P	PPER	2|Sg|_|Dat	0	root	60	60
9	.	.	$	$.	_	0	root	_	_
10	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Jetza	Jetza	N	NE	_	3	obja	61	61
3	passieret	passieren	V	VVFIN	2|Pl|Pres|Subj	0	root	_	_
4	'	'	$	$(	_	0	root	_	_
5	s	s	P	PPER	_|Pl|_|Nom	3	subj	57	57
6	mir	ich	P	PPER	1|Sg|_|Dat	3	objd	197	197
7	aa	aa	N	NE	_|Dat|Sg	6	app	197	197
8	nimma	nimma	N	NE	_|Dat|Sg	7	app	197	197
9	,	,	$	$,	_	0	root	_	_
10	aba	aba	F	FM	_|Dat|Sg	8	app	_	_
11	selbigsmal	selbigsmal	F	FM	_|Dat|Sg	10	app	_	_
12	bin	bin	F	FM	_|Dat|Sg	11	app	_	_
13	i	i	F	FM	_|Dat|Sg	12	app	_	_
14	jünga	jünga	F	FM	_|Dat|Sg	13	app	_	_
15	g	g	F	FM	_|Dat|Sg	14	app	_	_
16	'	'	$	$(	_	0	root	_	_
17	wen	wer	P	PWS	_|Acc|Sg	0	root	_	_
18	und	und	K	KON	_	0	root	_	_
19	hab	hab	F	FM	_	18	cj	_	_
20	etla	etla	F	FM	_	19	app	_	_
21	Falzplätz	Falzplätz	F	FM	_	20	app	_	_
22	ei	ei	F	FM	_	21	app	_	_
23	'	'	$	$(	_	0	root	_	_
24	ghalt	ghalt	F	FM	_	22	app	_	_
25	'	'	$	$(	_	0	root	_	_
26	n	n	N	NN	_	24	app	_	_
27	,	,	$	$,	_	0	root	_	_
28	und	und	K	KON	_	0	root	_	_
29	dös	dös	A	ADJD	_	35	adv	_	_
30	selbige	selbige	A	ADJA	_|Neut|Nom|Sg|_	31	attr	_	_
31	Weibsbild	Weibsbild	N	NN	Neut|Nom|Sg	35	subj	_	_
32	hätt	hätt	F	FM	Neut|Nom|Sg	31	app	_	_
33	ma	ma	F	FM	Neut|Nom|Sg	32	app	_	_
34	guat	guat	F	FM	Neut|Nom|Sg	33	app	_	_
35	paßt	paßt	V	VVFIN	_|Sg|_|_	28	cj	_	_
36	.	.	$	$.	_	0	root	_	_

1	Leider	leider	A	ADV	_	0	root	_	_
2	,	,	$	$,	_	0	root	_	_
3	sie	sie	P	PPER	3|Sg|Fem|Nom	4	subj	61	61
4	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
