1	Vorzeiten	Vorzeit	N	NN	Fem|_|Pl	0	root	3	3
9	großen	groß	A	ADJA	Pos|Fem|_|Sg|Wk|	10	attr	_	_
10	Schönheit	Schönheit	N	NN	Fem|_|Sg	7	pn	_	_
11	der	die	A	ART	Def|Fem|Gen|Sg	12	det	4	4
12	Jungfrau	Jungfrau	N	NN	Fem|Gen|Sg	10	gmod	4	4
13	gehört	gehören	V	VVPP	_	5	aux	_	_
14	und	und	K	KON	_	5	kon	_	_
15	sprach	sprechen	V	VVFIN	_|Sg|Past|Ind	14	cj	_	_
16	zu	zu	P	APPR	Dat	15	pp	_	_
17	seinem	seine	A	PPOSAT	Masc|Dat|Sg	18	det	5	5
18	Vater	Vater	N	NN	Masc|Dat|Sg	16	pn	9	9
19	'	'	$	$(	_	0	root	_	_
20	laßt	laßt	V	VVFIN	_	0	root	_	_
21	mich	ich	P	PPER	1|Sg|_|Acc	22	obja	6	6
22	hinziehen	hinziehen	V	VVINF	_	0	root	_	_
23	,	,	$	$,	_	0	root	_	_
24	ich	ich	P	PPER	1|Sg|_|Nom	25	subj	6	6
25	will	wollen	V	VMFIN	1|Sg|Pres|Ind	0	root	_	_
26	um	um	P	APPR	Acc	28	pp	_	_
27	sie	sie	P	PPER	3|_|_|Acc	26	pn	4	4
28	werben	werben	V	VVINF	_	25	aux	_	_
29	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	'	'	$	$(	_	0	root	_	_
3	Nimmermehr	Nimmermehr	N	NE	_	0	root	_	_
4	,	,	$	$,	_	0	root	_	_
5	'	'	$	$(	_	0	root	_	_
6	antwortete	antworten	V	VVFIN	3|Sg|Past|_	0	root	_	_
7	der	die	A	ART	Def|Masc|Nom|Sg	8	det	_	_
8	König	König	N	NN	Masc|Nom|Sg	6	subj	_	_
9	,	,	$	$,	_	0	root	_	_
10	'	'	$	$(	_	0	root	_	_
11	gehst	gehen	V	VVFIN	2|Sg|Pres|Ind	6	kon	_	_
12	du	du	P	PPER	2|Sg|_|Nom	11	subj	7	7
13	fort	fort	P	PTKVZ	_	11	avz	_	_
14	,	,	$	$,	_	0	root	_	_
15	so	so	A	ADV	_	16	adv	_	_
16	gehst	gehen	V	VVFIN	2|Sg|Pres|Ind	11	kon	_	_
17	du	du	P	PPER	2|Sg|_|Nom	16	subj	7	7
18	in	in	P	APPR	_	16	pp	_	_
19	deinen	deine	A	PPOSAT	Masc|_|Sg	20	det	7	7
20	Tod	Tod	N	NN	Masc|_|Sg	18	pn	_	_
21	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	Da	da	A	ADV	_	3	adv	_	_
3	legte	legen	V	VVFIN	3|Sg|Past|_	0	root	_	_
4	der	die	A	ART	Def|Masc|Nom|Sg	5	det	8	8
5	Sohn	Sohn	N	NN	Masc|Nom|Sg	3	subj	8	8
6	sich	sie	P	PRF	3|_|_	3	obja	_	_
7	nieder	nieder	P	PTKVZ	_	3	avz	_	_
8	und	und	K	KON	_	3	kon	_	_
9	ward	ward	V	VAFIN	_	8	cj	_	_
10	sterbenskrank	sterbenskrank	A	ADJD	Pos|	9	adv	_	_
11	,	,	$	$,	_	0	root	_	_
12	und	und	K	KON	_	9	kon	_	_
13	lag	liegen	V	VVFIN	_|Sg|Past|Ind	12	cj	_	_
14	sieben	sieben	C	CARD	_	15	attr	_	_
15	Jahre	Jahr	N	NN	Neut|Acc|Pl	16	pn	_	_
16	lang	lang	P	APPO	Acc	13	pp	_	_
17	,	,	$	$,	_	0	root	_	_
18	und	und	K	KON	_	13	kon	_	_
19	kein	keine	A	PIAT	Masc|Nom|Sg	20	det	_	_
20	Arzt	Arzt	N	NN	Masc|Nom|Sg	21	subj	_	_
21	konnte	können	V	VMFIN	3|Sg|Past|Ind	18	cj	_	_
22	ihm	er	P	PPER	3|Sg|_|Dat	23	objd	8	8
23	helfen	helfen	V	VVINF	_	21	aux	_	_
24	.	.	$	$.	_	0	root	_	_

1	Als	Als	K	KOUS	_	4	konj	_	_
2	der	die	A	ART	Def|Masc|Nom|Sg	3	det	9	9
3	Vater	Vater	N	NN	Masc|Nom|Sg	4	subj	9	9
4	sah	sehen	V	VVFIN	3|Sg|Past|Ind	12	neb	_	_
5	,	,	$	$,	_	0	root	_	_
6	daß	daß	K	KOUS	_	10	konj	_	_
7	keine	keine	A	PIAT	Fem|Nom|Sg	8	det	_	_
8	Hoffnung	Hoffnung	N	NN	Fem|Nom|Sg	10	subj	_	_
9	mehr	mehr	A	ADV	_	8	adv	_	_
10	war	sein	V	VAFIN	3|Sg|Past|Ind	4	objc	_	_
11	,	,	$	$,	_	0	root	_	_
12	sprach	sprechen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
13	er	er	P	PPER	3|Sg|Masc|Nom	12	subj	9	9
14	voll	voll	A	ADJD	Pos|	12	adv	_	_
15	Herzenstraurigkeit	Herzenstraurigkeit	N	NN	Fem|Nom|Sg	19	subj	_	_
16	zu	zu	P	APPR	Dat	15	pp	_	_
17	ihm	er	P	PPER	3|Sg|_|Dat	16	pn	9	9
18	'	'	$	$(	_	0	root	_	_
19	zieh	zeihen	V	VVFIN	3|Sg|Past|Ind	12	s	_	_
20	hin	hin	P	PTKVZ	_	19	avz	_	_
21	und	und	K	KON	_	19	kon	_	_
22	versuche	versuchen	V	VVFIN	_|Sg|Pres|_	21	cj	_	_
23	dein	deine	A	PPOSAT	Neut|_|Sg	24	det	7	7
24	Glück	Glück	N	NN	Neut|_|Sg	22	obja	_	_
25	,	,	$	$,	_	0	root	_	_
26	ich	ich	P	PPER	1|Sg|_|Nom	27	subj	6	6
27	weiß	wissen	V	VVFIN	1|Sg|Pres|Ind	0	root	_	_
28	dir	du	P	PRF	2|Sg|Dat	32	objd	_	_
29	sonst	sonst	A	ADV	_	32	adv	_	_
30	nicht	nicht	P	PTKNEG	_	32	adv	_	_
31	zu	zu	P	PTKZU	_	32	part	_	_
32	helfen	helfen	V	VVINF	_	27	obji	_	_
33	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	Wie	Wie	P	PWAV	_	6	adv	_	_
3	der	die	A	ART	Def|Masc|Nom|Sg	4	det	8	8
4	Sohn	Sohn	N	NN	Masc|Nom|Sg	6	subj	8	8
5	das	die	P	PDS	Neut|_|Sg	6	obja	_	_
6	hörte	hören	V	VVFIN	3|Sg|Past|_	8	objc	_	_
7	,	,	$	$,	_	0	root	_	_
8	stand	stehen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
9	er	er	P	PPER	3|Sg|Masc|Nom	8	subj	8	8
10	auf	auf	P	APPR	_	8	objp	_	_
11	von	von	P	APPR	Dat	10	pp	_	_
12	seinem	seine	A	PPOSAT	Neut|Dat|Sg	13	det	8	8
13	Lager	Lager	N	NN	Neut|Dat|Sg	11	pn	_	_
14	,	,	$	$,	_	0	root	_	_
15	ward	ward	F	FM	_	0	root	_	_
16	gesund	gesund	A	ADJD	Pos|	0	root	_	_
17	und	und	K	KON	_	0	root	_	_
18	machte	machen	V	VVFIN	_|Sg|Past|_	17	cj	_	_
19	sich	sie	P	PRF	3|_|_	18	obja	_	_
20	fröhlich	fröhlich	A	ADJD	Pos|	18	pred	_	_
21	auf	auf	P	APPR	Acc	18	objp	_	_
22	den	die	A	ART	Def|Masc|Acc|Sg	23	det	_	_
23	Weg	Weg	N	NN	Masc|Acc|Sg	21	pn	_	_
24	.	.	$	$.	_	0	root	_	_

1	Es	es	P	PPER	3|Sg|Neut|Nom	2	subj	_	_
2	trug	tragen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
3	sich	sie	P	PRF	3|_|_	2	obja	_	_
4	zu	zu	P	PTKVZ	_	2	avz	_	_
5	,	,	$	$,	_	0	root	_	_
6	als	als	K	KOUS	_	13	konj	_	_
7	er	er	P	PPER	3|Sg|Masc|Nom	13	subj	10	10
8	über	über	P	APPR	Acc	12	pp	_	_
9	eine	eine	A	ART	Indef|Fem|Acc|Sg	10	det	_	_
10	Heide	Heide	N	NN	Fem|Acc|Sg	8	pn	_	_
11	zu	zu	P	PTKZU	_	12	part	_	_
12	reiten	reiten	V	VVINF	_	13	obji	_	_
13	kam	kommen	V	VVFIN	3|Sg|Past|Ind	2	neb	_	_
14	,	,	$	$,	_	0	root	_	_
15	daß	daß	K	KOUS	_	24	konj	_	_
16	er	er	P	PPER	3|Sg|Masc|Nom	24	subj	10	10
17	von	von	P	APPR	Dat	24	pp	_	_
18	weitem	weit	A	ADJA	Pos|_|Dat|Sg|St|	17	pn	_	_
19	auf	auf	P	APPR	Dat	23	pp	_	_
20	der	die	A	ART	Def|Fem|Dat|Sg	21	det	15	15
21	Erde	Erde	N	NN	Fem|Dat|Sg	19	pn	15	15
22	etwas	etwas	A	ADV	_	23	adv	_	_
23	liegen	liegen	V	VVINF	_	24	obji	_	_
24	sah	sehen	V	VVFIN	3|Sg|Past|Ind	13	objc	_	_
25	wie	wie	K	KOKOM	_	24	kom	_	_
26	einen	eine	A	ART	Indef|Masc|Acc|Sg	28	det	_	_
27	großen	groß	A	ADJA	Pos|Masc|Acc|Sg|_|	28	attr	_	_
28	Heuhaufen	Heuhaufen	N	NN	Masc|Acc|Sg	25	cj	_	_
29	,	,	$	$,	_	0	root	_	_
30	und	und	K	KON	_	24	kon	_	_
31	wie	wie	P	PWAV	_	34	adv	_	_
32	er	er	P	PPER	3|Sg|Masc|Nom	34	subj	10	10
33	sich	sie	P	PRF	3|_|_	34	obja	_	_
34	näherte	nähern	V	VVFIN	3|Sg|Past|_	36	objc	_	_
35	,	,	$	$,	_	0	root	_	_
36	konnte	können	V	VMFIN	3|Sg|Past|Ind	30	cj	_	_
37	er	er	P	PPER	3|Sg|Masc|Nom	36	subj	10	10
38	unterscheiden	unterscheiden	V	VVINF	_	24	obji	_	_
39	,	,	$	$,	_	0	root	_	_
40	daß	daß	K	KOUS	_	46	konj	_	_
41	es	es	P	PPER	3|Sg|Neut|Nom	46	subj	_	_
42	der	die	A	ART	Def|Masc|Nom|Sg	43	det	_	_
43	Bauch	Bauch	N	NN	Masc|Nom|Sg	46	pred	_	_
44	eines	eine	A	ART	Indef|Masc|Gen|Sg	45	det	11	11
45	Menschen	Mensch	N	NN	Masc|Gen|Sg	43	gmod	11	11
46	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	11	11
47	,	,	$	$,	_	0	root	11	11
48	der	die	P	PRELS	Masc|Nom|Sg	51	subj	11	11
49	sich	sie	P	PRF	3|_|_	50	obja	_	_
50	dahingestreckt	dahinstrecken	V	VVPP	_	51	aux	_	_
51	hatte	haben	V	VAFIN	3|Sg|Past|Ind	45	rel	_	_
52	;	;	$	$.	_	0	root	_	_
53	der	die	A	ART	Def|Masc|Nom|Sg	54	det	_	_
54	Bauch	Bauch	N	NN	Masc|Nom|Sg	56	subj	_	_
55	aber	aber	A	ADV	_	54	adv	_	_
56	sah	sehen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
57	aus	aus	P	PTKVZ	_	56	avz	_	_
58	wie	wie	K	KOKOM	_	56	kom	_	_
59	ein	eine	A	ART	Indef|Masc|Nom|Sg	61	det	_	_
60	kleiner	klein	A	ADJA	Pos|Masc|Nom|Sg|St|	61	attr	_	_
61	Berg	Berg	N	NN	Masc|Nom|Sg	58	cj	_	_
62	.	.	$	$.	_	0	root	_	_

1	Der	die	A	ART	Def|Masc|Nom|Sg	2	det	12	12
2	Dicke	Dicke	N	NN	Masc|Nom|Sg	10	subj	12	12
3	,	,	$	$,	_	0	root	12	12
4	wie	wie	P	PWAV	_	8	adv	12	12
5	er	er	P	PPER	3|Sg|Masc|Nom	8	subj	12	12
6	den	die	A	ART	Def|_|_|_	7	det	13	13
7	Reisenden	Reisende	N	NN	_|_|_	8	obja	13	13
8	erblickte	erblicken	V	VVFIN	3|Sg|Past|_	2	objc	_	_
9	,	,	$	$,	_	0	root	_	_
10	richtete	richten	V	VVFIN	3|Sg|Past|_	0	root	_	_
11	sich	sie	P	PRF	3|_|_	10	obja	_	_
12	in	in	P	APPR	Acc	10	pp	_	_
13	die	die	A	ART	Def|Fem|Acc|Sg	14	det	_	_
14	Höhe	Höhe	N	NN	Fem|Acc|Sg	12	pn	_	_
15	und	und	K	KON	_	10	kon	_	_
16	sprach	sprechen	V	VVFIN	_|Sg|Past|Ind	15	cj	_	_
17	'	'	$	$(	_	0	root	_	_
18	wenn	wenn	K	KOUS	_	21	konj	_	_
19	Ihr	ihr	P	PPER	2|Pl|_|Nom	21	subj	_	_
20	jemand	jemand	P	PIS	_	21	obja	_	_
21	braucht	brauchen	V	VVFIN	2|Pl|Pres|Ind	16	neb	_	_
22	,	,	$	$,	_	0	root	_	_
23	so	so	A	ADV	_	24	adv	_	_
24	nehmt	nehmen	V	VVFIN	2|Pl|Pres|Ind	16	kon	_	_
25	mich	ich	P	PPER	1|Sg|_|Acc	24	obja	12	12
26	in	in	P	APPR	Acc	24	objp	_	_
27	Eure	eure	A	PPOSAT	Masc|Acc|Pl	28	det	13	13
28	Dienste	Dienst	N	NN	Masc|Acc|Pl	26	pn	_	_
29	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	Der	die	A	ART	Def|Masc|Nom|Sg	3	det	5	5
3	Königssohn	Königssohn	N	NN	Masc|Nom|Sg	4	subj	5	5
4	antwortete	antworten	V	VVFIN	3|Sg|Past|_	0	root	_	_
5	'	'	$	$(	_	0	root	_	_
6	was	was	P	PWS	Neut|_|Sg	14	obja	_	_
7	soll	sollen	V	VMFIN	1|Sg|Pres|Ind	4	objc	_	_
8	ich	ich	P	PPER	1|Sg|_|Nom	7	subj	12	12
9	mit	mit	P	APPR	Dat	14	pp	_	_
10	einem	eine	A	ART	Indef|Masc|Dat|Sg	13	det	17	17
11	so	so	A	ADV	_	12	adv	17	17
12	ungefügen	ungefügen	A	ADJA	_|Masc|Dat|Sg|_	13	attr	17	17
13	Mann	Mann	N	NN	Masc|Dat|Sg	9	pn	17	17
14	anfangen	anfangen	V	VVINF	_	7	aux	_	_
15	?	?	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	'	'	$	$(	_	0	root	_	_
3	O	O	N	NN	Neut|_|_	0	root	22	22
4	,	,	$	$,	_	0	root	_	_
5	'	'	$	$(	_	0	root	_	_
6	sprach	sprechen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
7	der	die	A	ART	Def|Masc|Nom|Sg	8	det	12	12
8	Dicke	Dicke	N	NN	Masc|Nom|Sg	6	subj	12	12
9	,	,	$	$,	_	0	root	_	_
10	'	'	$	$(	_	0	root	_	_
11	das	die	P	PDS	Neut|Nom|Sg	12	subj	_	_
12	will	wollen	V	VMFIN	3|Sg|Pres|Ind	6	kon	_	_
13	nichts	nichts	P	PIS	_	14	obja	_	_
14	sagen	sagen	V	VVINF	_	12	aux	_	_
15	,	,	$	$,	_	0	root	_	_
16	wenn	wenn	K	KOUS	_	21	konj	_	_
17	ich	ich	P	PPER	1|Sg|_|Nom	21	subj	12	12
18	mich	ich	P	PRF	1|Sg|Acc	21	obja	_	_
19	recht	recht	A	ADJD	Pos|	21	pred	_	_
20	auseinander	auseinander	P	PTKVZ	_	21	avz	_	_
21	tue	tun	V	VVFIN	1|Sg|Pres|_	23	neb	_	_
22	,	,	$	$,	_	0	root	_	_
23	bin	sein	V	VAFIN	1|Sg|Pres|Ind	12	kon	_	_
24	ich	ich	P	PPER	1|Sg|_|Nom	23	subj	12	12
25	noch	noch	A	ADV	_	23	adv	_	_
26	dreitausendmal	dreitausendmal	A	ADV	_	23	adv	_	_
27	so	so	A	ADV	_	28	adv	_	_
28	dick	dick	A	ADJD	Pos|	23	pred	_	_
29	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	'	'	$	$(	_	0	root	_	_
3	Wenn	wenn	K	KOUS	_	5	konj	_	_
4	das	die	P	PDS	Neut|Nom|Sg	5	subj	_	_
5	ist	sein	V	VAFIN	3|Sg|Pres|Ind	8	neb	_	_
6	,	,	$	$,	_	0	root	_	_
7	'	'	$	$(	_	0	root	_	_
8	sagte	sagen	V	VVFIN	3|Sg|Past|_	0	root	_	_
9	der	die	A	ART	Def|Masc|Nom|Sg	10	det	5	5
10	Königssohn	Königssohn	N	NN	Masc|Nom|Sg	8	subj	5	5
11	,	,	$	$,	_	0	root	_	_
12	'	'	$	$(	_	0	root	_	_
13	so	so	A	ADV	_	14	adv	_	_
14	kann	können	V	VMFIN	1|Sg|Pres|Ind	8	s	_	_
15	ich	ich	P	PPER	1|Sg|_|Nom	14	subj	12	12
16	dich	du	P	PPER	2|Sg|_|Acc	17	obja	16	16
17	brauchen	brauchen	V	VVINF	_	14	aux	_	_
18	,	,	$	$,	_	0	root	_	_
19	komm	kommen	V	VVIMP	Sg	0	root	_	_
20	mit	mit	P	APPR	Dat	19	pp	_	_
21	mir	ich	P	PPER	1|Sg|_|Dat	20	pn	12	12
22	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	Da	da	A	ADV	_	3	adv	_	_
3	ging	gehen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
4	der	die	A	ART	Def|Masc|Nom|Sg	5	det	12	12
5	Dicke	Dicke	N	NN	Masc|Nom|Sg	3	subj	12	12
6	hinter	hinter	P	APPR	Dat	3	pp	_	_
7	dem	die	A	ART	Def|Masc|Dat|Sg	8	det	14	14
8	Königssohn	Königssohn	N	NN	Masc|Dat|Sg	6	pn	14	14
9	her	her	P	PTKVZ	_	3	avz	14	14
10	,	,	$	$,	_	0	root	14	14
11	und	und	K	KON	_	3	kon	14	14
12	über	über	P	APPR	Acc	15	pp	14	14
13	eine	eine	A	ART	Indef|Fem|Acc|Sg	14	det	14	14
14	Weile	Weile	N	NN	Fem|Acc|Sg	12	pn	14	14
15	fanden	finden	V	VVFIN	3|Pl|Past|Ind	11	cj	14	14
16	sie	sie	P	PPER	3|Pl|_|Nom	15	subj	14	14
17	einen	eine	A	ART	Indef|Masc|Acc|Sg	18	det	14	14
18	andern	andern	A	ADJA	Masc|Acc|Sg	15	obja	14	14
19	,	,	$	$,	_	0	root	14	14
20	der	die	P	PRELS	Masc|Nom|Sg	21	subj	14	14
21	lag	liegen	V	VVFIN	3|Sg|Past|Ind	8	rel	_	_
22	da	da	A	ADV	_	21	adv	_	_
23	auf	auf	P	APPR	Dat	21	pp	_	_
24	der	die	A	ART	Def|Fem|Dat|Sg	25	det	15	15
25	Erde	Erde	N	NN	Fem|Dat|Sg	23	pn	14	14
26	und	und	K	KON	_	21	kon	_	_
27	hatte	haben	V	VAFIN	_|Sg|Past|Ind	26	cj	_	_
28	das	die	A	ART	Def|Neut|_|Sg	29	det	_	_
29	Ohr	Ohr	N	NN	Neut|_|Sg	33	obja	_	_
30	auf	auf	P	APPR	_	33	objp	_	_
31	den	die	A	ART	Def|Masc|_|_	32	det	_	_
32	Rasen	Rasen	N	NN	Masc|_|_	30	pn	_	_
33	gelegt	legen	V	VVPP	_	27	aux	_	_
34	.	.	$	$.	_	0	root	_	_

1	Fragte	fragen	V	VVFIN	3|Sg|Past|_	0	root	_	_
2	der	die	A	ART	Def|Masc|Nom|Sg	3	det	5	5
3	Königssohn	Königssohn	N	NN	Masc|Nom|Sg	1	subj	5	5
4	'	'	$	$(	_	0	root	_	_
5	was	was	P	PWS	Neut|_|Sg	6	obja	_	_
6	machst	machen	V	VVFIN	2|Sg|Pres|Ind	1	objc	_	_
7	du	du	P	PPER	2|Sg|_|Nom	6	subj	16	16
8	da	da	A	ADV	_	6	adv	_	_
9	?	?	$	$.	_	0	root	_	_
10	,	,	$	$,	_	0	root	_	_
11	'	'	$	$(	_	0	root	_	_
12	Ich	ich	P	PPER	1|Sg|_|Nom	13	subj	12	12
13	horche	horchen	V	VVFIN	1|Sg|Pres|_	0	root	_	_
14	,	,	$	$,	_	0	root	_	_
15	'	'	$	$(	_	0	root	_	_
16	antwortete	antworten	V	VVFIN	3|Sg|Past|_	0	root	_	_
17	der	die	A	ART	Def|Masc|Nom|Sg	18	det	17	17
18	Mann	Mann	N	NN	Masc|Nom|Sg	16	subj	17	17
