1	Es	es	P	PPER	3|Sg|Neut|Nom	2	subj	_	_
21	Geld	Geld	N	NN	Neut|_|Sg	20	pn	2	2
22	;	;	$	$.	_	0	root	_	_
23	damit	damit	P	PROAV	_	24	pp	_	_
24	zog	ziehen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
25	er	er	P	PPER	3|Sg|Masc|Nom	24	subj	1	1
26	fort	fort	P	PTKVZ	_	24	avz	_	_
27	.	.	$	$.	_	0	root	_	_

1	Der	die	A	ART	Def|Masc|Nom|Sg	3	det	12	12
2	heilige	heilig	A	ADJA	Pos|Masc|Nom|Sg|Wk|	3	attr	12	12
3	Petrus	Petrus	N	NN	Masc|Nom|Sg	5	subj	12	12
4	aber	aber	A	ADV	_	3	adv	12	12
5	hatte	haben	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
6	sich	sie	P	PRF	3|_|_	14	obja	_	_
7	als	als	K	KOKOM	_	14	kom	_	_
8	ein	eine	A	ART	Indef|Masc|Nom|Sg	10	det	_	_
9	armer	arm	A	ADJA	Pos|Masc|Nom|Sg|St|	10	attr	_	_
10	Bettler	Bettler	N	NN	Masc|Nom|Sg	7	cj	_	_
11	an	an	P	APPR	Acc	14	objp	_	_
12	den	die	A	ART	Def|Masc|Acc|Sg	13	det	5	5
13	Weg	Weg	N	NN	Masc|Acc|Sg	11	pn	5	5
14	gesetzt	setzen	V	VVPP	_	5	aux	_	_
15	,	,	$	$,	_	0	root	_	_
16	und	und	K	KON	_	5	kon	_	_
17	wie	wie	P	PWAV	_	21	adv	_	_
18	der	die	A	ART	Def|Masc|Nom|Sg	19	det	1	1
19	Bruder	Bruder	N	NN	Masc|Nom|Sg	21	subj	1	1
20	Lustig	Lustig	N	NE	Masc|Nom|Sg	19	app	1	1
21	daherkam	daherkommen	V	VVFIN	3|Sg|Past|Ind	23	objc	_	_
22	,	,	$	$,	_	0	root	_	_
23	bat	bitten	V	VVFIN	3|Sg|Past|Ind	16	cj	_	_
24	er	er	P	PPER	3|Sg|Masc|Nom	23	subj	1	1
25	ihn	er	P	PPER	3|Sg|Masc|Acc	0	root	1	1
26	um	um	P	APPR	Acc	25	pp	_	_
27	ein	eine	A	ART	Indef|Neut|Acc|Sg	28	det	_	_
28	Almosen	Almosen	N	NN	Neut|Acc|Sg	26	pn	_	_
29	.	.	$	$.	_	0	root	_	_

1	Er	er	P	PPER	3|Sg|Masc|Nom	2	subj	1	1
2	antwortete	antworten	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	'	'	$	$(	_	0	root	_	_
4	lieber	lieb	A	ADJD	Comp|	2	adv	_	_
5	Bettelmann	Bettelmann	N	NN	Masc|Dat|_	2	objd	4	4
6	,	,	$	$,	_	0	root	_	_
7	was	was	P	PWS	Neut|_|Sg	11	obja	_	_
8	soll	sollen	V	VMFIN	1|Sg|Pres|Ind	2	objc	_	_
9	ich	ich	P	PPER	1|Sg|_|Nom	8	subj	1	1
10	dir	du	P	PPER	2|Sg|_|Dat	11	objd	3	3
11	geben	geben	V	VVINF	_	8	aux	_	_
12	?	?	$	$.	_	0	root	_	_

1	ich	ich	P	PPER	1|Sg|_|Nom	2	subj	1	1
2	bin	sein	V	VAFIN	1|Sg|Pres|Ind	0	root	_	_
3	Soldat	Soldat	N	NN	Masc|Nom|Sg	4	pred	_	_
4	gewesen	sein	V	VAPP	_	2	aux	_	_
5	und	und	K	KON	_	2	kon	_	_
6	habe	haben	V	VAFIN	_|Sg|Pres|_	5	cj	_	_
7	meinen	meine	A	PPOSAT	Masc|_|Sg	8	det	1	1
8	Abschied	Abschied	N	NN	Masc|_|Sg	6	obja	_	_
9	bekommen	bekommen	V	VVINF	_	0	root	_	_
10	,	,	$	$,	_	0	root	_	_
11	und	und	K	KON	_	0	root	_	_
12	habe	haben	V	VAFIN	3|Sg|Pres|Subj	11	cj	_	_
13	sonst	sonst	A	ADV	_	12	adv	_	_
14	nichts	nichts	P	PIS	_|Nom|Sg	12	subj	_	_
15	als	als	K	KOKOM	_	12	kom	_	_
16	das	die	A	ART	Def|Neut|_|Sg	18	det	_	_
17	kleine	klein	A	ADJA	Pos|Neut|_|Sg|Wk|	18	attr	_	_
18	Kommißbrot	Kommißbrot	N	NN	Neut|_|Sg	15	cj	_	_
19	und	und	K	KON	_	18	kon	_	_
20	vier	vier	C	CARD	_	21	attr	_	_
21	Kreuzer	Kreuzer	N	NN	Masc|_|Pl	19	cj	_	_
22	Geld	Geld	N	NN	Neut|_|Sg	12	obja	2	2
23	,	,	$	$,	_	0	root	_	_
24	wenn	wenn	K	KOUS	_	27	konj	_	_
25	das	die	A	ART	Def|Neut|Nom|Sg	26	det	_	_
26	all	all	F	FM	Neut|Nom|Sg	27	subj	_	_
27	ist	sein	V	VAFIN	3|Sg|Pres|Ind	29	neb	_	_
28	,	,	$	$,	_	0	root	_	_
29	muß	müssen	V	VMFIN	1|Sg|Pres|Ind	12	kon	_	_
30	ich	ich	P	PPER	1|Sg|_|Nom	29	subj	1	1
31	betteln	betteln	V	VVINF	_	29	aux	_	_
32	,	,	$	$,	_	0	root	_	_
33	so	so	A	ADV	_	34	adv	_	_
34	gut	gut	A	ADJD	Pos|	31	adv	_	_
35	wie	wie	K	KOKOM	_	34	kom	_	_
36	du	du	P	PPER	2|Sg|_|Nom	35	cj	3	3
37	.	.	$	$.	_	0	root	_	_

1	Doch	doch	K	KON	_	0	root	_	_
2	geben	geben	V	VVINF	_	3	aux	_	_
3	will	wollen	V	VMFIN	1|Sg|Pres|Ind	1	cj	_	_
4	ich	ich	P	PPER	1|Sg|_|Nom	3	subj	1	1
5	dir	du	P	PRF	2|Sg|Dat	2	objd	_	_
6	was	was	P	PWS	Neut|_|Sg	0	root	_	_
7	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	Darauf	Darauf	P	PROAV	_	3	pp	_	_
3	teilte	teilen	V	VVFIN	3|Sg|Past|_	0	root	_	_
4	er	er	P	PPER	3|Sg|Masc|Nom	3	subj	1	1
5	den	die	A	ART	Def|Masc|Acc|Sg	6	det	_	_
6	Laib	Laib	N	NN	Masc|Acc|Sg	3	obja	_	_
7	in	in	P	APPR	Acc	3	pp	_	_
8	vier	vier	C	CARD	_	9	attr	_	_
9	Teile	Teil	N	NN	_|Acc|Pl	7	pn	_	_
10	und	und	K	KON	_	3	kon	_	_
11	gab	geben	V	VVFIN	_|Sg|Past|Ind	10	cj	_	_
12	davon	davon	P	PROAV	_	11	pp	_	_
13	dem	die	A	ART	Def|Masc|Dat|Sg	14	det	20	20
14	Apostel	Apostel	N	NN	Masc|Dat|Sg	11	objd	20	20
15	einen	ein	A	ADJA	Pos|_|_|_|_|	11	obja	_	_
16	und	und	K	KON	_	15	kon	_	_
17	auch	auch	A	ADV	_	16	cj	_	_
18	einen	eine	A	ART	Indef|Masc|Acc|Sg	19	det	_	_
19	Kreuzer	Kreuzer	N	NN	Masc|Acc|Sg	0	root	_	_
20	.	.	$	$.	_	0	root	_	_

1	Der	die	A	ART	Def|Masc|Nom|Sg	3	det	6	6
2	heilige	heilig	A	ADJA	Pos|Masc|Nom|Sg|Wk|	3	attr	6	6
3	Petrus	Petrus	N	NN	Masc|Nom|Sg	4	subj	6	6
4	bedankte	bedanken	V	VVFIN	3|Sg|Past|_	0	root	_	_
5	sich	sie	P	PRF	3|_|_	4	obja	_	_
6	,	,	$	$,	_	0	root	_	_
7	ging	gehen	V	VVFIN	_|Sg|Past|Ind	4	kon	_	_
8	weiter	weiter	A	ADV	_	7	adv	_	_
9	und	und	K	KON	_	7	kon	_	_
10	setzte	setzen	V	VVFIN	_|Sg|Past|_	9	cj	_	_
11	sich	sie	P	PRF	3|_|_	10	obja	_	_
12	in	in	P	APPR	Dat	10	pp	_	_
13	einer	eine	A	ART	Indef|Fem|Dat|Sg	15	det	_	_
14	andern	andern	A	ADJA	_|Fem|Dat|Sg|_	15	attr	_	_
15	Gestalt	Gestalt	N	NN	Fem|Dat|Sg	12	pn	_	_
16	wieder	wieder	A	ADV	_	10	adv	_	_
17	als	als	K	KOKOM	_	10	kom	_	_
18	Bettelmann	Bettelmann	N	NN	Masc|_|_	17	cj	4	4
19	dem	die	A	ART	Def|Masc|Dat|Sg	20	det	29	29
20	Soldaten	Soldat	N	NN	Masc|Dat|Sg	10	objd	29	29
21	an	an	P	APPR	Acc	10	objp	_	_
22	den	die	A	ART	Def|Masc|Acc|Sg	23	det	5	5
23	Weg	Weg	N	NN	Masc|Acc|Sg	21	pn	5	5
24	,	,	$	$,	_	0	root	_	_
25	und	und	K	KON	_	10	kon	_	_
26	als	als	K	KOKOM	_	30	kom	_	_
27	er	er	P	PPER	3|Sg|Masc|Nom	26	cj	5	5
28	zu	zu	P	APPR	Dat	27	pp	_	_
29	ihm	er	P	PPER	3|Sg|_|Dat	28	pn	6	6
30	kam	kommen	V	VVFIN	_|Sg|Past|Ind	25	cj	_	_
31	,	,	$	$,	_	0	root	_	_
32	bat	bitten	V	VVFIN	3|Sg|Past|Ind	30	s	_	_
33	er	er	P	PPER	3|Sg|Masc|Nom	32	subj	6	6
34	ihn	er	P	PPER	3|Sg|Masc|Acc	32	obja	5	5
35	,	,	$	$,	_	0	root	_	_
36	wie	wie	P	PWAV	_	0	root	_	_
37	das	die	A	ART	Def|Neut|_|Sg	38	det	_	_
38	vorigemal	vorigemal	N	NN	Neut|_|Sg	0	root	_	_
39	,	,	$	$,	_	0	root	_	_
40	um	um	K	KOUI	_	0	root	_	_
41	eine	eine	A	ART	Indef|Fem|_|Sg	42	det	_	_
42	Gabe	Gabe	N	NN	Fem|_|Sg	0	root	_	_
43	.	.	$	$.	_	0	root	_	_

1	Der	die	A	ART	Def|Masc|Nom|Sg	2	det	1	1
2	Bruder	Bruder	N	NN	Masc|Nom|Sg	4	subj	1	1
3	Lustig	Lustig	N	NE	Masc|Nom|Sg	2	app	1	1
4	sprach	sprechen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
5	wie	wie	K	KOKOM	_	4	kom	_	_
6	vorher	vorher	A	ADV	_	5	cj	_	_
7	und	und	K	KON	_	4	kon	_	_
8	gab	geben	V	VVFIN	_|Sg|Past|Ind	7	cj	_	_
9	ihm	er	P	PPER	3|Sg|_|Dat	8	objd	1	1
10	wieder	wieder	A	ADV	_	8	adv	_	_
11	ein	eine	A	ART	Indef|Neut|Acc|Sg	12	det	_	_
12	Viertel	Viertel	N	NN	Neut|Acc|Sg	8	obja	_	_
13	von	von	P	APPR	Dat	12	pp	_	_
14	dem	die	A	ART	Def|Neut|Dat|Sg	15	det	7	7
15	Brot	Brot	N	NN	Neut|Dat|Sg	13	pn	7	7
16	und	und	K	KON	_	12	kon	_	_
17	einen	eine	A	ART	Indef|Masc|Acc|Sg	18	det	_	_
18	Kreuzer	Kreuzer	N	NN	Masc|Acc|Sg	16	cj	_	_
19	.	.	$	$.	_	0	root	_	_

1	Der	die	A	ART	Def|Masc|Nom|Sg	3	det	6	6
2	heilige	heilig	A	ADJA	Pos|Masc|Nom|Sg|Wk|	3	attr	6	6
3	Petrus	Petrus	N	NN	Masc|Nom|Sg	4	subj	6	6
4	bedankte	bedanken	V	VVFIN	3|Sg|Past|_	0	root	_	_
5	sich	sie	P	PRF	3|_|_	4	obja	_	_
6	und	und	K	KON	_	4	kon	_	_
7	ging	gehen	V	VVFIN	_|Sg|Past|Ind	6	cj	_	_
8	weiter	weiter	A	ADV	_	7	adv	_	_
9	,	,	$	$,	_	0	root	_	_
10	setzte	setzen	V	VVFIN	_|Sg|Past|_	7	kon	_	_
11	sich	sie	P	PRF	3|_|_	10	obja	_	_
12	aber	aber	A	ADV	_	10	adv	_	_
13	zum	zu	P	APPRART	Dat	10	pp	_	_
14	drittenmal	drittenmal	N	NN	_|Dat|_	13	pn	40	40
15	in	in	P	APPR	Dat	10	pp	_	_
16	einer	eine	A	ART	Indef|Fem|Dat|Sg	18	det	_	_
17	andern	andern	A	ADJA	_|Fem|Dat|Sg|_	18	attr	_	_
18	Gestalt	Gestalt	N	NN	Fem|Dat|Sg	15	pn	_	_
19	als	als	K	KOKOM	_	18	kom	_	_
20	ein	eine	A	ART	Indef|Masc|Nom|Sg	21	det	_	_
21	Bettler	Bettler	N	NN	Masc|Nom|Sg	19	cj	_	_
22	an	an	P	APPR	Acc	10	objp	_	_
23	den	die	A	ART	Def|Masc|Acc|Sg	24	det	5	5
24	Weg	Weg	N	NN	Masc|Acc|Sg	22	pn	5	5
25	und	und	K	KON	_	10	kon	_	_
26	sprach	sprechen	V	VVFIN	_|Sg|Past|Ind	25	cj	_	_
27	den	die	A	ART	Def|Masc|Acc|Sg	28	det	1	1
28	Bruder	Bruder	N	NN	Masc|Acc|Sg	26	obja	1	1
29	Lustig	Lustig	N	NE	Masc|Acc|Sg	28	app	1	1
30	an	an	P	PTKVZ	_	26	avz	_	_
31	.	.	$	$.	_	0	root	_	_

1	Der	die	A	ART	Def|Masc|Nom|Sg	2	det	1	1
2	Bruder	Bruder	N	NN	Masc|Nom|Sg	4	subj	1	1
3	Lustig	Lustig	N	NE	Masc|Nom|Sg	2	app	1	1
4	gab	geben	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
5	ihm	er	P	PPER	3|Sg|_|Dat	4	objd	5	5
6	auch	auch	A	ADV	_	4	adv	_	_
7	das	die	A	ART	Def|Neut|Acc|Sg	9	det	_	_
8	dritte	dritt	A	ADJA	_|Neut|Acc|Sg|Wk|	9	attr	_	_
9	Viertel	Viertel	N	NN	Neut|Acc|Sg	4	obja	_	_
10	Brot	Brot	N	NN	Neut|Acc|Sg	9	app	_	_
11	und	und	K	KON	_	10	kon	_	_
12	den	die	A	ART	Def|Masc|Acc|Sg	14	det	_	_
13	dritten	dritt	A	ADJA	_|Masc|Acc|Sg|_|	14	attr	_	_
14	Kreuzer	Kreuzer	N	NN	Masc|Acc|Sg	11	cj	_	_
15	.	.	$	$.	_	0	root	_	_

1	Der	die	A	ART	Def|Masc|Nom|Sg	3	det	6	6
2	heilige	heilig	A	ADJA	Pos|Masc|Nom|Sg|Wk|	3	attr	6	6
3	Petrus	Petrus	N	NN	Masc|Nom|Sg	4	subj	6	6
4	bedankte	bedanken	V	VVFIN	3|Sg|Past|_	0	root	_	_
5	sich	sie	P	PRF	3|_|_	4	obja	_	_
6	,	,	$	$,	_	0	root	_	_
7	und	und	K	KON	_	4	kon	_	_
8	der	die	A	ART	Def|Masc|Nom|Sg	9	det	1	1
9	Bruder	Bruder	N	NN	Masc|Nom|Sg	11	subj	1	1
10	Lustig	Lustig	N	NE	Masc|Nom|Sg	9	app	1	1
11	ging	gehen	V	VVFIN	3|Sg|Past|Ind	7	cj	_	_
12	weiter	weiter	A	ADV	_	11	adv	_	_
13	und	und	K	KON	_	11	kon	_	_
14	hatte	haben	V	VAFIN	_|Sg|Past|Ind	13	cj	_	_
15	nicht	nicht	P	PTKNEG	_	14	adv	_	_
16	mehr	mehr	A	ADV	_	15	adv	_	_
17	als	als	K	KOKOM	_	14	kom	_	_
18	ein	eine	A	ART	Indef|_|_|Sg	19	det	_	_
19	Viertel	Viertel	N	NN	_|_|Sg	17	cj	_	_
20	Brot	Brot	N	NN	Neut|Acc|Sg	14	obja	_	_
21	und	und	K	KON	_	20	kon	_	_
22	einen	eine	A	ART	Indef|Masc|Acc|Sg	23	det	_	_
23	Kreuzer	Kreuzer	N	NN	Masc|Acc|Sg	21	cj	_	_
24	.	.	$	$.	_	0	root	_	_

1	Damit	Damit	P	PROAV	_	2	pp	_	_
2	ging	gehen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
3	er	er	P	PPER	3|Sg|Masc|Nom	2	subj	1	1
4	in	in	P	APPR	Acc	2	objp	_	_
5	ein	eine	A	ART	Indef|Neut|Acc|Sg	6	det	92	92
6	Wirtshaus	Wirtshaus	N	NN	Neut|Acc|Sg	4	pn	92	92
7	,	,	$	$,	_	0	root	_	_
8	aß	essen	V	VVFIN	_|Sg|Past|Ind	2	kon	_	_
9	das	die	A	ART	Def|Neut|_|Sg	10	det	7	7
10	Brot	Brot	N	NN	Neut|_|Sg	8	obja	7	7
11	und	und	K	KON	_	8	kon	_	_
12	ließ	lassen	V	VVFIN	_|Sg|Past|Ind	11	cj	_	_
13	sich	sie	P	PRF	3|_|_	19	obja	_	_
14	für	für	P	APPR	Acc	19	pp	_	_
15	den	die	A	ART	Def|_|_|_	16	det	_	_
16	Kreuzer	Kreuzer	N	NN	Neut|Acc|Sg	14	pn	_	_
17	Bier	Bier	N	NN	Neut|Acc|Sg	16	app	_	_
18	dazu	dazu	P	PROAV	_	19	objp	_	_
19	geben	geben	V	VVINF	_	2	obji	_	_
20	.	.	$	$.	_	0	root	_	_

1	Als	Als	K	KOUS	_	4	konj	_	_
2	er	er	P	PPER	3|Sg|Masc|Nom	4	subj	1	1
3	fertig	fertig	A	ADJD	Pos|	4	pred	_	_
4	war	sein	V	VAFIN	3|Sg|Past|Ind	6	neb	_	_
5	,	,	$	$,	_	0	root	_	_
6	zog	ziehen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
7	er	er	P	PPER	3|Sg|Masc|Nom	6	subj	1	1
8	weiter	weiter	A	ADV	_	6	adv	_	_
9	,	,	$	$,	_	0	root	_	_
10	und	und	K	KON	_	6	kon	_	_
11	da	da	A	ADV	_	12	adv	_	_
12	ging	gehen	V	VVFIN	3|Sg|Past|Ind	10	cj	_	_
13	ihm	er	P	PPER	3|Sg|_|Dat	12	objd	1	1
14	der	die	A	ART	Def|Masc|Nom|Sg	16	det	6	6
15	heilige	heilig	A	ADJA	Pos|Masc|Nom|Sg|Wk|	16	attr	6	6
16	Petrus	Petrus	N	NN	Masc|Nom|Sg	12	subj	6	6
17	gleichfalls	gleichfalls	A	ADV	_	12	adv	_	_
18	in	in	P	APPR	Dat	12	pp	_	_
19	der	die	A	ART	Def|Fem|Dat|Sg	20	det	_	_
20	Gestalt	Gestalt	N	NN	Fem|Dat|Sg	18	pn	_	_
21	eines	eine	A	ART	Indef|Masc|Gen|Sg	23	det	_	_
22	verabschiedeten	verabschiedet	A	ADJA	Pos|Masc|Gen|Sg|_|	23	attr	_	_
23	Soldaten	Soldat	N	NN	Masc|Gen|Sg	20	gmod	_	_
24	entgegen	entgegen	P	PTKVZ	_	12	avz	_	_
25	und	und	K	KON	_	12	kon	_	_
26	redete	reden	V	VVFIN	_|Sg|Past|_	25	cj	_	_
27	ihn	er	P	PPER	3|Sg|Masc|Acc	26	obja	6	6
28	an	an	P	APPR	_	26	pp	_	_
29	'	'	$	$(	_	0	root	_	_
30	guten	gut	A	ADJA	Pos|_|_|Sg|_|	31	attr	_	_
31	Tag	Tag	N	NN	_|_|Sg	28	pn	_	_
32	,	,	$	$,	_	0	root	_	_
33	Kamerad	Kamerad	N	NN	Masc|_|Sg	31	app	_	_
34	,	,	$	$,	_	0	root	_	_
35	kannst	können	V	VMFIN	2|Sg|Pres|Ind	26	kon	_	_
36	du	du	P	PPER	2|Sg|_|Nom	0	root	9	9
37	mir	ich	P	PPER	1|Sg|_|Dat	0	root	8	8
38	nicht	nicht	P	PTKNEG	_	40	adv	_	_
39	ein	eine	A	ART	Indef|Neut|_|Sg	40	det	_	_
40	Stück	Stück	N	NN	Neut|_|Sg	0	root	_	_
41	Brot	Brot	N	NN	Neut|_|Sg	40	app	_	_
42	geben	geben	V	VVINF	_	0	root	_	_
43	und	und	K	KON	_	0	root	_	_
44	einen	eine	A	ART	Indef|Masc|Acc|Sg	45	det	_	_
45	Kreuzer	Kreuzer	N	NN	Masc|Acc|Sg	43	cj	_	_
46	zu	zu	P	APPR	Dat	45	pp	_	_
47	einem	eine	A	ART	Indef|Masc|Dat|Sg	48	det	_	_
48	Trunk	Trunk	N	NN	Masc|Dat|Sg	46	pn	_	_
49	?	?	$	$.	_	0	root	_	_
50	,	,	$	$,	_	0	root	_	_
51	'	'	$	$(	_	0	root	_	_
52	Wo	Wo	P	PWAV	_	53	adv	_	_
53	soll	sollen	V	VMFIN	3|Sg|Pres|Ind	58	objc	_	_
54	ichs	ichs	N	NE	_|Nom|Sg	53	subj	95	95
55	hernehmen	hernehmen	V	VVINF	_	53	aux	_	_
56	,	,	$	$,	_	0	root	_	_
57	'	'	$	$(	_	0	root	_	_
58	antwortete	antworten	V	VVFIN	3|Sg|Past|_	0	root	_	_
59	der	die	A	ART	Def|Masc|Nom|Sg	60	det	1	1
60	Bruder	Bruder	N	NN	Masc|Nom|Sg	58	subj	1	1
61	Lustig	Lustig	N	NE	Masc|Nom|Sg	60	app	1	1
62	,	,	$	$,	_	0	root	_	_
63	'	'	$	$(	_	0	root	_	_
64	ich	ich	P	PPER	1|Sg|_|Nom	65	subj	8	8
65	habe	haben	V	VAFIN	1|Sg|Pres|_	0	root	_	_
66	meinen	meine	A	PPOSAT	Masc|_|Sg	67	det	8	8
67	Abschied	Abschied	N	NN	Masc|_|Sg	65	obja	_	_
68	und	und	K	KON	_	67	kon	_	_
69	sonst	sonst	A	ADV	_	70	adv	_	_
70	nichts	nichts	P	PIS	Masc|_|Sg	68	cj	_	_
71	als	als	K	KOKOM	_	65	kom	_	_
72	einen	eine	A	ART	Indef|Masc|Acc|Sg	73	det	_	_
73	Laib	Laib	N	NN	Neut|Acc|Sg	71	cj	_	_
74	Kommißbrot	Kommißbrot	N	NN	Neut|Acc|Sg	73	app	_	_
75	und	und	K	KON	_	74	kon	_	_
76	vier	vier	C	CARD	_	77	attr	_	_
77	Kreuzer	Kreuzer	N	NN	Masc|Acc|Pl	75	cj	_	_
78	an	an	P	APPR	_	65	pp	_	_
79	Geld	Geld	N	NN	Neut|_|Sg	78	pn	2	2
80	bekommen	bekommen	V	VVINF	_	0	root	_	_
81	.	.	$	$.	_	0	root	_	_

1	Drei	drei	C	CARD	_	2	attr	_	_
2	Bettler	Bettler	N	NN	Masc|Nom|Pl	3	subj	_	_
3	sind	sein	V	VAFIN	3|Pl|Pres|Ind	0	root	_	_
4	mir	ich	P	PPER	1|Sg|_|Dat	8	objd	8	8
5	auf	auf	P	APPR	Dat	8	pp	_	_
6	der	die	A	ART	Def|Fem|Dat|Sg	7	det	_	_
7	Landstraße	Landstraße	N	NN	Fem|Dat|Sg	5	pn	_	_
8	begegnet	begegnen	V	VVPP	_	3	aux	_	_
9	,	,	$	$,	_	0	root	_	_
10	davon	davon	P	PROAV	_	11	pp	_	_
11	hab	hab	V	VAFIN	1|Sg|_|_	3	kon	_	_
12	ich	ich	P	PPER	1|Sg|_|Nom	11	subj	8	8
13	jedem	jede	P	PIS	_|Dat|Sg	23	objd	_	_
14	ein	eine	A	ART	Indef|Neut|Acc|Sg	15	det	_	_
15	Viertel	Viertel	N	NN	Neut|Acc|Sg	23	obja	_	_
16	von	von	P	APPR	Dat	15	pp	_	_
17	meinem	meine	A	PPOSAT	Neut|Dat|Sg	18	det	8	8
18	Brot	Brot	N	NN	Neut|Dat|Sg	16	pn	_	_
19	und	und	K	KON	_	15	kon	_	_
20	einen	eine	A	ART	Indef|Masc|Acc|Sg	21	det	77	77
21	Kreuzer	Kreuzer	N	NN	Neut|Acc|Sg	19	cj	77	77
22	Geld	Geld	N	NN	Neut|Acc|Sg	21	app	77	77
23	gegeben	geben	V	VVPP	_	11	aux	_	_
24	.	.	$	$.	_	0	root	_	_

1	Das	die	A	ART	Def|Neut|_|Sg	3	det	_	_
2	letzte	letzte	A	ADJA	Pos|Neut|_|Sg|Wk|	3	attr	_	_
3	Viertel	Viertel	N	NN	Neut|_|Sg	8	obja	_	_
4	habe	haben	V	VAFIN	1|Sg|Pres|_	0	root	_	_
5	ich	ich	P	PPER	1|Sg|_|Nom	4	subj	8	8
6	im	in	P	APPRART	Dat	8	pp	_	_
7	Wirtshaus	Wirtshaus	N	NN	Neut|Dat|Sg	6	pn	84	84
8	gegessen	essen	V	VVPP	_	4	aux	_	_
9	und	und	K	KON	_	8	kon	_	_
10	für	für	P	APPR	Acc	15	pp	_	_
11	den	die	A	ART	Def|Masc|Acc|Sg	13	det	_	_
12	letzten	letzte	A	ADJA	Pos|Masc|Acc|Sg|_|	13	attr	_	_
13	Kreuzer	Kreuzer	N	NN	Masc|Acc|Sg	10	pn	_	_
14	dazu	dazu	P	PROAV	_	15	pp	_	_
15	getrunken	trinken	V	VVPP	_	9	cj	_	_
16	.	.	$	$.	_	0	root	_	_

1	Jetzt	jetzt	A	ADV	_	2	adv	_	_
2	bin	sein	V	VAFIN	1|Sg|Pres|Ind	0	root	_	_
3	ich	ich	P	PPER	1|Sg|_|Nom	2	subj	8	8
4	leer	leer	A	ADJD	Pos|	2	pred	_	_
5	,	,	$	$,	_	0	root	_	_
6	und	und	K	KON	_	2	kon	_	_
7	wenn	wenn	K	KOUS	_	12	konj	_	_
8	du	du	P	PPER	2|Sg|_|Nom	12	subj	9	9
9	auch	auch	A	ADV	_	12	adv	_	_
10	nichts	nichts	P	PIS	_	12	obja	_	_
11	mehr	mehr	A	ADV	_	10	adv	_	_
12	hast	haben	V	VAFIN	2|Sg|Pres|Ind	15	neb	_	_
